source,target,complex_name
MCC,RASAL2,TNF-alpha/NF-kappa B signaling complex 5
MCC,POLR1D,TNF-alpha/NF-kappa B signaling complex 5
LRPPRC,POLR1A,TNF-alpha/NF-kappa B signaling complex 5
LRPPRC,NFKB1,TNF-alpha/NF-kappa B signaling complex 5
LRPPRC,MCC,TNF-alpha/NF-kappa B signaling complex 5
LRPPRC,MTIF2,TNF-alpha/NF-kappa B signaling complex 5
LRPPRC,POLR2H,TNF-alpha/NF-kappa B signaling complex 5
LRPPRC,POLR2L,TNF-alpha/NF-kappa B signaling complex 5
LRPPRC,SKP1,TNF-alpha/NF-kappa B signaling complex 5
LRPPRC,NFKB2,TNF-alpha/NF-kappa B signaling complex 5
LRPPRC,RELA,TNF-alpha/NF-kappa B signaling complex 5
LRPPRC,REL,TNF-alpha/NF-kappa B signaling complex 5
LRPPRC,NFKBIB,TNF-alpha/NF-kappa B signaling complex 5
LRPPRC,PDCD2,TNF-alpha/NF-kappa B signaling complex 5
LRPPRC,POLR1E,TNF-alpha/NF-kappa B signaling complex 5
LRPPRC,POLR1B,TNF-alpha/NF-kappa B signaling complex 5
LRPPRC,RASAL2,TNF-alpha/NF-kappa B signaling complex 5
LRPPRC,POLR1D,TNF-alpha/NF-kappa B signaling complex 5
MTIF2,POLR1A,TNF-alpha/NF-kappa B signaling complex 5
MTIF2,NFKB1,TNF-alpha/NF-kappa B signaling complex 5
MTIF2,POLR2H,TNF-alpha/NF-kappa B signaling complex 5
MTIF2,POLR2L,TNF-alpha/NF-kappa B signaling complex 5
MTIF2,SKP1,TNF-alpha/NF-kappa B signaling complex 5
MTIF2,NFKB2,TNF-alpha/NF-kappa B signaling complex 5
MTIF2,RELA,TNF-alpha/NF-kappa B signaling complex 5
MTIF2,REL,TNF-alpha/NF-kappa B signaling complex 5
MTIF2,NFKBIB,TNF-alpha/NF-kappa B signaling complex 5
MTIF2,PDCD2,TNF-alpha/NF-kappa B signaling complex 5
MTIF2,POLR1E,TNF-alpha/NF-kappa B signaling complex 5
MTIF2,POLR1B,TNF-alpha/NF-kappa B signaling complex 5
MTIF2,RASAL2,TNF-alpha/NF-kappa B signaling complex 5
MTIF2,POLR1D,TNF-alpha/NF-kappa B signaling complex 5
KPNA2,POLR1A,TNF-alpha/NF-kappa B signaling complex 5
KPNA2,NFKB1,TNF-alpha/NF-kappa B signaling complex 5
KPNA2,MCC,TNF-alpha/NF-kappa B signaling complex 5
KPNA2,LRPPRC,TNF-alpha/NF-kappa B signaling complex 5
KPNA2,MTIF2,TNF-alpha/NF-kappa B signaling complex 5
KPNA2,POLR2H,TNF-alpha/NF-kappa B signaling complex 5
KPNA2,POLR2L,TNF-alpha/NF-kappa B signaling complex 5
KPNA2,SKP1,TNF-alpha/NF-kappa B signaling complex 5
KPNA2,NFKB2,TNF-alpha/NF-kappa B signaling complex 5
KPNA2,RELA,TNF-alpha/NF-kappa B signaling complex 5
KPNA2,REL,TNF-alpha/NF-kappa B signaling complex 5
KPNA2,NFKBIB,TNF-alpha/NF-kappa B signaling complex 5
KPNA2,PDCD2,TNF-alpha/NF-kappa B signaling complex 5
KPNA2,POLR1E,TNF-alpha/NF-kappa B signaling complex 5
KPNA2,POLR1B,TNF-alpha/NF-kappa B signaling complex 5
KPNA2,RASAL2,TNF-alpha/NF-kappa B signaling complex 5
KPNA2,POLR1D,TNF-alpha/NF-kappa B signaling complex 5
POLR2H,POLR2L,TNF-alpha/NF-kappa B signaling complex 5
POLR2H,SKP1,TNF-alpha/NF-kappa B signaling complex 5
POLR2H,RELA,TNF-alpha/NF-kappa B signaling complex 5
POLR2H,REL,TNF-alpha/NF-kappa B signaling complex 5
POLR2H,RASAL2,TNF-alpha/NF-kappa B signaling complex 5
POLR2L,SKP1,TNF-alpha/NF-kappa B signaling complex 5
POLR2L,RELA,TNF-alpha/NF-kappa B signaling complex 5
POLR2L,REL,TNF-alpha/NF-kappa B signaling complex 5
POLR2L,RASAL2,TNF-alpha/NF-kappa B signaling complex 5
NFKB2,POLR1A,TNF-alpha/NF-kappa B signaling complex 5
NFKB2,POLR2H,TNF-alpha/NF-kappa B signaling complex 5
NFKB2,POLR2L,TNF-alpha/NF-kappa B signaling complex 5
NFKB2,SKP1,TNF-alpha/NF-kappa B signaling complex 5
NFKB2,RELA,TNF-alpha/NF-kappa B signaling complex 5
NFKB2,REL,TNF-alpha/NF-kappa B signaling complex 5
NFKB2,NFKBIB,TNF-alpha/NF-kappa B signaling complex 5
NFKB2,PDCD2,TNF-alpha/NF-kappa B signaling complex 5
NFKB2,POLR1E,TNF-alpha/NF-kappa B signaling complex 5
NFKB2,POLR1B,TNF-alpha/NF-kappa B signaling complex 5
NFKB2,RASAL2,TNF-alpha/NF-kappa B signaling complex 5
NFKB2,POLR1D,TNF-alpha/NF-kappa B signaling complex 5
RELA,SKP1,TNF-alpha/NF-kappa B signaling complex 5
REL,SKP1,TNF-alpha/NF-kappa B signaling complex 5
REL,RELA,TNF-alpha/NF-kappa B signaling complex 5
IQGAP2,POLR1A,TNF-alpha/NF-kappa B signaling complex 5
IQGAP2,NFKB1,TNF-alpha/NF-kappa B signaling complex 5
IQGAP2,MCC,TNF-alpha/NF-kappa B signaling complex 5
IQGAP2,LRPPRC,TNF-alpha/NF-kappa B signaling complex 5
IQGAP2,MTIF2,TNF-alpha/NF-kappa B signaling complex 5
IQGAP2,KPNA2,TNF-alpha/NF-kappa B signaling complex 5
IQGAP2,POLR2H,TNF-alpha/NF-kappa B signaling complex 5
IQGAP2,POLR2L,TNF-alpha/NF-kappa B signaling complex 5
IQGAP2,SKP1,TNF-alpha/NF-kappa B signaling complex 5
IQGAP2,NFKB2,TNF-alpha/NF-kappa B signaling complex 5
IQGAP2,RELA,TNF-alpha/NF-kappa B signaling complex 5
IQGAP2,REL,TNF-alpha/NF-kappa B signaling complex 5
IQGAP2,NFKBIB,TNF-alpha/NF-kappa B signaling complex 5
IQGAP2,PDCD2,TNF-alpha/NF-kappa B signaling complex 5
IQGAP2,POLR1E,TNF-alpha/NF-kappa B signaling complex 5
IQGAP2,POLR1B,TNF-alpha/NF-kappa B signaling complex 5
IQGAP2,RASAL2,TNF-alpha/NF-kappa B signaling complex 5
IQGAP2,POLR1D,TNF-alpha/NF-kappa B signaling complex 5
CUL1,IKBKB,TNF-alpha/NF-kappa B signaling complex 5
CUL1,POLR1A,TNF-alpha/NF-kappa B signaling complex 5
CUL1,NFKB1,TNF-alpha/NF-kappa B signaling complex 5
CUL1,MCC,TNF-alpha/NF-kappa B signaling complex 5
CUL1,LRPPRC,TNF-alpha/NF-kappa B signaling complex 5
CUL1,MTIF2,TNF-alpha/NF-kappa B signaling complex 5
CUL1,KPNA2,TNF-alpha/NF-kappa B signaling complex 5
CUL1,POLR2H,TNF-alpha/NF-kappa B signaling complex 5
CUL1,POLR2L,TNF-alpha/NF-kappa B signaling complex 5
CUL1,SKP1,TNF-alpha/NF-kappa B signaling complex 5
CUL1,NFKB2,TNF-alpha/NF-kappa B signaling complex 5
CUL1,RELA,TNF-alpha/NF-kappa B signaling complex 5
CUL1,REL,TNF-alpha/NF-kappa B signaling complex 5
CUL1,IQGAP2,TNF-alpha/NF-kappa B signaling complex 5
CUL1,NFKBIB,TNF-alpha/NF-kappa B signaling complex 5
CUL1,PDCD2,TNF-alpha/NF-kappa B signaling complex 5
CUL1,POLR1E,TNF-alpha/NF-kappa B signaling complex 5
CUL1,POLR1B,TNF-alpha/NF-kappa B signaling complex 5
CUL1,RASAL2,TNF-alpha/NF-kappa B signaling complex 5
CUL1,FBXW11,TNF-alpha/NF-kappa B signaling complex 5
CUL1,POLR1D,TNF-alpha/NF-kappa B signaling complex 5
CUL1,IKBKG,TNF-alpha/NF-kappa B signaling complex 5
NFKBIB,POLR1A,TNF-alpha/NF-kappa B signaling complex 5
NFKBIB,POLR2H,TNF-alpha/NF-kappa B signaling complex 5
NFKBIB,POLR2L,TNF-alpha/NF-kappa B signaling complex 5
NFKBIB,SKP1,TNF-alpha/NF-kappa B signaling complex 5
NFKBIB,RELA,TNF-alpha/NF-kappa B signaling complex 5
NFKBIB,REL,TNF-alpha/NF-kappa B signaling complex 5
NFKBIB,PDCD2,TNF-alpha/NF-kappa B signaling complex 5
NFKBIB,POLR1E,TNF-alpha/NF-kappa B signaling complex 5
NFKBIB,POLR1B,TNF-alpha/NF-kappa B signaling complex 5
NFKBIB,RASAL2,TNF-alpha/NF-kappa B signaling complex 5
NFKBIB,POLR1D,TNF-alpha/NF-kappa B signaling complex 5
PDCD2,POLR1A,TNF-alpha/NF-kappa B signaling complex 5
PDCD2,POLR2H,TNF-alpha/NF-kappa B signaling complex 5
PDCD2,POLR2L,TNF-alpha/NF-kappa B signaling complex 5
PDCD2,SKP1,TNF-alpha/NF-kappa B signaling complex 5
PDCD2,RELA,TNF-alpha/NF-kappa B signaling complex 5
PDCD2,REL,TNF-alpha/NF-kappa B signaling complex 5
PDCD2,POLR1E,TNF-alpha/NF-kappa B signaling complex 5
PDCD2,POLR1B,TNF-alpha/NF-kappa B signaling complex 5
PDCD2,RASAL2,TNF-alpha/NF-kappa B signaling complex 5
PDCD2,POLR1D,TNF-alpha/NF-kappa B signaling complex 5
POLR1E,POLR2H,TNF-alpha/NF-kappa B signaling complex 5
POLR1E,POLR2L,TNF-alpha/NF-kappa B signaling complex 5
POLR1E,SKP1,TNF-alpha/NF-kappa B signaling complex 5
POLR1E,RELA,TNF-alpha/NF-kappa B signaling complex 5
POLR1E,REL,TNF-alpha/NF-kappa B signaling complex 5
POLR1E,RASAL2,TNF-alpha/NF-kappa B signaling complex 5
POLR1B,POLR2H,TNF-alpha/NF-kappa B signaling complex 5
POLR1B,POLR2L,TNF-alpha/NF-kappa B signaling complex 5
POLR1B,SKP1,TNF-alpha/NF-kappa B signaling complex 5
POLR1B,RELA,TNF-alpha/NF-kappa B signaling complex 5
POLR1B,REL,TNF-alpha/NF-kappa B signaling complex 5
POLR1B,POLR1E,TNF-alpha/NF-kappa B signaling complex 5
POLR1B,RASAL2,TNF-alpha/NF-kappa B signaling complex 5
POLR1B,POLR1D,TNF-alpha/NF-kappa B signaling complex 5
RASAL2,SKP1,TNF-alpha/NF-kappa B signaling complex 5
RASAL2,RELA,TNF-alpha/NF-kappa B signaling complex 5
RASAL2,REL,TNF-alpha/NF-kappa B signaling complex 5
FBXW11,IKBKB,TNF-alpha/NF-kappa B signaling complex 5
FBXW11,POLR1A,TNF-alpha/NF-kappa B signaling complex 5
FBXW11,NFKB1,TNF-alpha/NF-kappa B signaling complex 5
FBXW11,MCC,TNF-alpha/NF-kappa B signaling complex 5
FBXW11,LRPPRC,TNF-alpha/NF-kappa B signaling complex 5
FBXW11,MTIF2,TNF-alpha/NF-kappa B signaling complex 5
FBXW11,KPNA2,TNF-alpha/NF-kappa B signaling complex 5
FBXW11,POLR2H,TNF-alpha/NF-kappa B signaling complex 5
FBXW11,POLR2L,TNF-alpha/NF-kappa B signaling complex 5
FBXW11,SKP1,TNF-alpha/NF-kappa B signaling complex 5
FBXW11,NFKB2,TNF-alpha/NF-kappa B signaling complex 5
FBXW11,RELA,TNF-alpha/NF-kappa B signaling complex 5
FBXW11,REL,TNF-alpha/NF-kappa B signaling complex 5
FBXW11,IQGAP2,TNF-alpha/NF-kappa B signaling complex 5
FBXW11,NFKBIB,TNF-alpha/NF-kappa B signaling complex 5
FBXW11,PDCD2,TNF-alpha/NF-kappa B signaling complex 5
FBXW11,POLR1E,TNF-alpha/NF-kappa B signaling complex 5
FBXW11,POLR1B,TNF-alpha/NF-kappa B signaling complex 5
FBXW11,RASAL2,TNF-alpha/NF-kappa B signaling complex 5
FBXW11,POLR1D,TNF-alpha/NF-kappa B signaling complex 5
FBXW11,IKBKG,TNF-alpha/NF-kappa B signaling complex 5
POLR1D,POLR2H,TNF-alpha/NF-kappa B signaling complex 5
POLR1D,POLR2L,TNF-alpha/NF-kappa B signaling complex 5
POLR1D,SKP1,TNF-alpha/NF-kappa B signaling complex 5
POLR1D,RELA,TNF-alpha/NF-kappa B signaling complex 5
POLR1D,REL,TNF-alpha/NF-kappa B signaling complex 5
POLR1D,POLR1E,TNF-alpha/NF-kappa B signaling complex 5
POLR1D,RASAL2,TNF-alpha/NF-kappa B signaling complex 5
IKBKG,POLR1A,TNF-alpha/NF-kappa B signaling complex 5
IKBKG,NFKB1,TNF-alpha/NF-kappa B signaling complex 5
IKBKG,MCC,TNF-alpha/NF-kappa B signaling complex 5
IKBKG,LRPPRC,TNF-alpha/NF-kappa B signaling complex 5
IKBKG,MTIF2,TNF-alpha/NF-kappa B signaling complex 5
IKBKG,KPNA2,TNF-alpha/NF-kappa B signaling complex 5
IKBKG,POLR2H,TNF-alpha/NF-kappa B signaling complex 5
IKBKG,POLR2L,TNF-alpha/NF-kappa B signaling complex 5
IKBKG,SKP1,TNF-alpha/NF-kappa B signaling complex 5
IKBKG,NFKB2,TNF-alpha/NF-kappa B signaling complex 5
IKBKG,RELA,TNF-alpha/NF-kappa B signaling complex 5
IKBKG,REL,TNF-alpha/NF-kappa B signaling complex 5
IKBKG,IQGAP2,TNF-alpha/NF-kappa B signaling complex 5
IKBKG,NFKBIB,TNF-alpha/NF-kappa B signaling complex 5
IKBKG,PDCD2,TNF-alpha/NF-kappa B signaling complex 5
IKBKG,POLR1E,TNF-alpha/NF-kappa B signaling complex 5
IKBKG,POLR1B,TNF-alpha/NF-kappa B signaling complex 5
IKBKG,RASAL2,TNF-alpha/NF-kappa B signaling complex 5
IKBKG,POLR1D,TNF-alpha/NF-kappa B signaling complex 5
HSP90AA1,IKBKB,IKBKB-CDC37-KIAA1967-HSP90AB1-HSP90AA1 complex
HSP90AA1,HSP90AB1,IKBKB-CDC37-KIAA1967-HSP90AB1-HSP90AA1 complex
HSP90AB1,IKBKB,IKBKB-CDC37-KIAA1967-HSP90AB1-HSP90AA1 complex
CDC37,IKBKB,IKBKB-CDC37-KIAA1967-HSP90AB1-HSP90AA1 complex
CDC37,HSP90AA1,IKBKB-CDC37-KIAA1967-HSP90AB1-HSP90AA1 complex
CDC37,HSP90AB1,IKBKB-CDC37-KIAA1967-HSP90AB1-HSP90AA1 complex
CCAR2,IKBKB,IKBKB-CDC37-KIAA1967-HSP90AB1-HSP90AA1 complex
CCAR2,HSP90AA1,IKBKB-CDC37-KIAA1967-HSP90AB1-HSP90AA1 complex
CCAR2,HSP90AB1,IKBKB-CDC37-KIAA1967-HSP90AB1-HSP90AA1 complex
CCAR2,CDC37,IKBKB-CDC37-KIAA1967-HSP90AB1-HSP90AA1 complex
PARP1,XRCC6,WRN-Ku70-Ku80-PARP1 complex
PARP1,XRCC5,WRN-Ku70-Ku80-PARP1 complex
PARP1,WRN,WRN-Ku70-Ku80-PARP1 complex
XRCC5,XRCC6,WRN-Ku70-Ku80-PARP1 complex
WRN,XRCC6,WRN-Ku70-Ku80-PARP1 complex
WRN,XRCC5,WRN-Ku70-Ku80-PARP1 complex
SMC2,SMC4,CAP(C)-CAP(E) complex
SMC1A,SMC3,SMC1-SMC3 complex
LIG3,XRCC1,XRCC1-LIG3-PNK-TDP1 complex
LIG3,PNKP,XRCC1-LIG3-PNK-TDP1 complex
LIG3,TDP1,XRCC1-LIG3-PNK-TDP1 complex
PNKP,XRCC1,XRCC1-LIG3-PNK-TDP1 complex
PNKP,TDP1,XRCC1-LIG3-PNK-TDP1 complex
TDP1,XRCC1,XRCC1-LIG3-PNK-TDP1 complex
DPM1,DPM2,Dolichol-phosphate mannose (DPM) synthase
DPM1,DPM3,Dolichol-phosphate mannose (DPM) synthase
DPM2,DPM3,Dolichol-phosphate mannose (DPM) synthase
ORC4,XRCC6,Ku-ORC complex
ORC4,XRCC5,Ku-ORC complex
ORC4,ORC6,Ku-ORC complex
XRCC5,XRCC6,Ku-ORC complex
ORC2,ORC4,Ku-ORC complex
ORC2,XRCC6,Ku-ORC complex
ORC2,XRCC5,Ku-ORC complex
ORC2,ORC3,Ku-ORC complex
ORC2,ORC6,Ku-ORC complex
ORC3,ORC4,Ku-ORC complex
ORC3,XRCC6,Ku-ORC complex
ORC3,XRCC5,Ku-ORC complex
ORC3,ORC6,Ku-ORC complex
ORC6,XRCC6,Ku-ORC complex
ORC6,XRCC5,Ku-ORC complex
EIF4E,EIF4G1,MNK1-eIF4F complex
EIF4E,MKNK1,MNK1-eIF4F complex
EIF4A1,EIF4E,MNK1-eIF4F complex
EIF4A1,EIF4G1,MNK1-eIF4F complex
EIF4A1,MKNK1,MNK1-eIF4F complex
EIF4G1,MKNK1,MNK1-eIF4F complex
CTNNB1,TCF4,TCF4-CTNNB1-SUMO1-EP300-HADAC6 complex
CTNNB1,SUMO1,TCF4-CTNNB1-SUMO1-EP300-HADAC6 complex
CTNNB1,EP300,TCF4-CTNNB1-SUMO1-EP300-HADAC6 complex
CTNNB1,HDAC6,TCF4-CTNNB1-SUMO1-EP300-HADAC6 complex
SUMO1,TCF4,TCF4-CTNNB1-SUMO1-EP300-HADAC6 complex
EP300,TCF4,TCF4-CTNNB1-SUMO1-EP300-HADAC6 complex
EP300,SUMO1,TCF4-CTNNB1-SUMO1-EP300-HADAC6 complex
EP300,HDAC6,TCF4-CTNNB1-SUMO1-EP300-HADAC6 complex
HDAC6,TCF4,TCF4-CTNNB1-SUMO1-EP300-HADAC6 complex
HDAC6,SUMO1,TCF4-CTNNB1-SUMO1-EP300-HADAC6 complex
CTNNB1,TCF4,TCF4-CTNNB1-EP300 complex
CTNNB1,EP300,TCF4-CTNNB1-EP300 complex
EP300,TCF4,TCF4-CTNNB1-EP300 complex
CTNNB1,TCF4,TCF4-CTNNB1 complex
CTNNB1,TCF4,TCF4-CTNNB1-CREBBP complex
CREBBP,TCF4,TCF4-CTNNB1-CREBBP complex
CREBBP,CTNNB1,TCF4-CTNNB1-CREBBP complex
IKBKB,RPL4,TNF-alpha/NF-kappa B signaling complex 6
IKBKB,RPS13,TNF-alpha/NF-kappa B signaling complex 6
IKBKB,RPS11,TNF-alpha/NF-kappa B signaling complex 6
IKBKB,RPL30,TNF-alpha/NF-kappa B signaling complex 6
IKBKB,RPL8,TNF-alpha/NF-kappa B signaling complex 6
IKBKB,RPL6,TNF-alpha/NF-kappa B signaling complex 6
IKBKB,MAP3K14,TNF-alpha/NF-kappa B signaling complex 6
IKBKB,IKBKG,TNF-alpha/NF-kappa B signaling complex 6
CHUK,IKBKB,TNF-alpha/NF-kappa B signaling complex 6
CHUK,HSP90AA1,TNF-alpha/NF-kappa B signaling complex 6
CHUK,HSP90AB1,TNF-alpha/NF-kappa B signaling complex 6
CHUK,FBL,TNF-alpha/NF-kappa B signaling complex 6
CHUK,RPL4,TNF-alpha/NF-kappa B signaling complex 6
CHUK,RPS13,TNF-alpha/NF-kappa B signaling complex 6
CHUK,RPS11,TNF-alpha/NF-kappa B signaling complex 6
CHUK,RPL30,TNF-alpha/NF-kappa B signaling complex 6
CHUK,RPL8,TNF-alpha/NF-kappa B signaling complex 6
CHUK,RPL6,TNF-alpha/NF-kappa B signaling complex 6
CHUK,MAP3K14,TNF-alpha/NF-kappa B signaling complex 6
CHUK,IKBKG,TNF-alpha/NF-kappa B signaling complex 6
HSP90AA1,IKBKB,TNF-alpha/NF-kappa B signaling complex 6
HSP90AA1,HSP90AB1,TNF-alpha/NF-kappa B signaling complex 6
HSP90AA1,RPL4,TNF-alpha/NF-kappa B signaling complex 6
HSP90AA1,RPS13,TNF-alpha/NF-kappa B signaling complex 6
HSP90AA1,RPS11,TNF-alpha/NF-kappa B signaling complex 6
HSP90AA1,RPL30,TNF-alpha/NF-kappa B signaling complex 6
HSP90AA1,RPL8,TNF-alpha/NF-kappa B signaling complex 6
HSP90AA1,RPL6,TNF-alpha/NF-kappa B signaling complex 6
HSP90AA1,MAP3K14,TNF-alpha/NF-kappa B signaling complex 6
HSP90AA1,IKBKG,TNF-alpha/NF-kappa B signaling complex 6
HSP90AB1,IKBKB,TNF-alpha/NF-kappa B signaling complex 6
HSP90AB1,RPL4,TNF-alpha/NF-kappa B signaling complex 6
HSP90AB1,RPS13,TNF-alpha/NF-kappa B signaling complex 6
HSP90AB1,RPS11,TNF-alpha/NF-kappa B signaling complex 6
HSP90AB1,RPL30,TNF-alpha/NF-kappa B signaling complex 6
HSP90AB1,RPL8,TNF-alpha/NF-kappa B signaling complex 6
HSP90AB1,RPL6,TNF-alpha/NF-kappa B signaling complex 6
HSP90AB1,MAP3K14,TNF-alpha/NF-kappa B signaling complex 6
HSP90AB1,IKBKG,TNF-alpha/NF-kappa B signaling complex 6
FBL,IKBKB,TNF-alpha/NF-kappa B signaling complex 6
FBL,HSP90AA1,TNF-alpha/NF-kappa B signaling complex 6
FBL,HSP90AB1,TNF-alpha/NF-kappa B signaling complex 6
FBL,RPL4,TNF-alpha/NF-kappa B signaling complex 6
FBL,RPS13,TNF-alpha/NF-kappa B signaling complex 6
FBL,RPS11,TNF-alpha/NF-kappa B signaling complex 6
FBL,RPL30,TNF-alpha/NF-kappa B signaling complex 6
FBL,RPL8,TNF-alpha/NF-kappa B signaling complex 6
FBL,RPL6,TNF-alpha/NF-kappa B signaling complex 6
FBL,MAP3K14,TNF-alpha/NF-kappa B signaling complex 6
FBL,IKBKG,TNF-alpha/NF-kappa B signaling complex 6
RPL4,RPS13,TNF-alpha/NF-kappa B signaling complex 6
RPL4,RPS11,TNF-alpha/NF-kappa B signaling complex 6
RPL4,RPL8,TNF-alpha/NF-kappa B signaling complex 6
RPL4,RPL6,TNF-alpha/NF-kappa B signaling complex 6
RPS11,RPS13,TNF-alpha/NF-kappa B signaling complex 6
RPL30,RPL4,TNF-alpha/NF-kappa B signaling complex 6
RPL30,RPS13,TNF-alpha/NF-kappa B signaling complex 6
RPL30,RPS11,TNF-alpha/NF-kappa B signaling complex 6
RPL30,RPL8,TNF-alpha/NF-kappa B signaling complex 6
RPL30,RPL6,TNF-alpha/NF-kappa B signaling complex 6
RPL8,RPS13,TNF-alpha/NF-kappa B signaling complex 6
RPL8,RPS11,TNF-alpha/NF-kappa B signaling complex 6
RPL6,RPS13,TNF-alpha/NF-kappa B signaling complex 6
RPL6,RPS11,TNF-alpha/NF-kappa B signaling complex 6
RPL6,RPL8,TNF-alpha/NF-kappa B signaling complex 6
CDC37,IKBKB,TNF-alpha/NF-kappa B signaling complex 6
CDC37,CHUK,TNF-alpha/NF-kappa B signaling complex 6
CDC37,HSP90AA1,TNF-alpha/NF-kappa B signaling complex 6
CDC37,HSP90AB1,TNF-alpha/NF-kappa B signaling complex 6
CDC37,FBL,TNF-alpha/NF-kappa B signaling complex 6
CDC37,RPL4,TNF-alpha/NF-kappa B signaling complex 6
CDC37,RPS13,TNF-alpha/NF-kappa B signaling complex 6
CDC37,RPS11,TNF-alpha/NF-kappa B signaling complex 6
CDC37,RPL30,TNF-alpha/NF-kappa B signaling complex 6
CDC37,RPL8,TNF-alpha/NF-kappa B signaling complex 6
CDC37,RPL6,TNF-alpha/NF-kappa B signaling complex 6
CDC37,MAP3K14,TNF-alpha/NF-kappa B signaling complex 6
CDC37,IKBKG,TNF-alpha/NF-kappa B signaling complex 6
MAP3K14,RPL4,TNF-alpha/NF-kappa B signaling complex 6
MAP3K14,RPS13,TNF-alpha/NF-kappa B signaling complex 6
MAP3K14,RPS11,TNF-alpha/NF-kappa B signaling complex 6
MAP3K14,RPL30,TNF-alpha/NF-kappa B signaling complex 6
MAP3K14,RPL8,TNF-alpha/NF-kappa B signaling complex 6
MAP3K14,RPL6,TNF-alpha/NF-kappa B signaling complex 6
IKBKG,RPL4,TNF-alpha/NF-kappa B signaling complex 6
IKBKG,RPS13,TNF-alpha/NF-kappa B signaling complex 6
IKBKG,RPS11,TNF-alpha/NF-kappa B signaling complex 6
IKBKG,RPL30,TNF-alpha/NF-kappa B signaling complex 6
IKBKG,RPL8,TNF-alpha/NF-kappa B signaling complex 6
IKBKG,RPL6,TNF-alpha/NF-kappa B signaling complex 6
IKBKG,MAP3K14,TNF-alpha/NF-kappa B signaling complex 6
TCEB1,VHL,VHL-VDU1-TCEB1-TCEB2 complex
TCEB1,TCEB2,VHL-VDU1-TCEB1-TCEB2 complex
TCEB1,USP33,VHL-VDU1-TCEB1-TCEB2 complex
TCEB2,VHL,VHL-VDU1-TCEB1-TCEB2 complex
TCEB2,USP33,VHL-VDU1-TCEB1-TCEB2 complex
USP33,VHL,VHL-VDU1-TCEB1-TCEB2 complex
MAP3K7,TAB1,TNF-alpha/NF-kappa B signaling complex 7
MAP3K7,TAB3,TNF-alpha/NF-kappa B signaling complex 7
MAP3K7,TAB2,TNF-alpha/NF-kappa B signaling complex 7
HSP90AA1,MAP3K7,TNF-alpha/NF-kappa B signaling complex 7
HSP90AA1,HSP90AB1,TNF-alpha/NF-kappa B signaling complex 7
HSP90AA1,TAB1,TNF-alpha/NF-kappa B signaling complex 7
HSP90AA1,TAB3,TNF-alpha/NF-kappa B signaling complex 7
HSP90AA1,TAB2,TNF-alpha/NF-kappa B signaling complex 7
HSP90AB1,MAP3K7,TNF-alpha/NF-kappa B signaling complex 7
HSP90AB1,TAB1,TNF-alpha/NF-kappa B signaling complex 7
HSP90AB1,TAB3,TNF-alpha/NF-kappa B signaling complex 7
HSP90AB1,TAB2,TNF-alpha/NF-kappa B signaling complex 7
FKBP5,MAP3K7,TNF-alpha/NF-kappa B signaling complex 7
FKBP5,HSP90AA1,TNF-alpha/NF-kappa B signaling complex 7
FKBP5,HSP90AB1,TNF-alpha/NF-kappa B signaling complex 7
FKBP5,TAB1,TNF-alpha/NF-kappa B signaling complex 7
FKBP5,TAB3,TNF-alpha/NF-kappa B signaling complex 7
FKBP5,TAB2,TNF-alpha/NF-kappa B signaling complex 7
TAB1,TAB3,TNF-alpha/NF-kappa B signaling complex 7
TAB1,TAB2,TNF-alpha/NF-kappa B signaling complex 7
CDC37,MAP3K7,TNF-alpha/NF-kappa B signaling complex 7
CDC37,HSP90AA1,TNF-alpha/NF-kappa B signaling complex 7
CDC37,HSP90AB1,TNF-alpha/NF-kappa B signaling complex 7
CDC37,FKBP5,TNF-alpha/NF-kappa B signaling complex 7
CDC37,TAB1,TNF-alpha/NF-kappa B signaling complex 7
CDC37,TAB3,TNF-alpha/NF-kappa B signaling complex 7
CDC37,TAB2,TNF-alpha/NF-kappa B signaling complex 7
TAB2,TAB3,TNF-alpha/NF-kappa B signaling complex 7
HSP90AA1,HSP90AB1,TNF-alpha/NF-kappa B signaling complex 8
HSP90AA1,IKBKE,TNF-alpha/NF-kappa B signaling complex 8
HSP90AA1,KTN1,TNF-alpha/NF-kappa B signaling complex 8
HSP90AB1,IKBKE,TNF-alpha/NF-kappa B signaling complex 8
HSP90AB1,KTN1,TNF-alpha/NF-kappa B signaling complex 8
FKBP5,HSP90AA1,TNF-alpha/NF-kappa B signaling complex 8
FKBP5,HSP90AB1,TNF-alpha/NF-kappa B signaling complex 8
FKBP5,IKBKE,TNF-alpha/NF-kappa B signaling complex 8
FKBP5,KTN1,TNF-alpha/NF-kappa B signaling complex 8
IKBKE,KTN1,TNF-alpha/NF-kappa B signaling complex 8
CDC37,HSP90AA1,TNF-alpha/NF-kappa B signaling complex 8
CDC37,HSP90AB1,TNF-alpha/NF-kappa B signaling complex 8
CDC37,FKBP5,TNF-alpha/NF-kappa B signaling complex 8
CDC37,IKBKE,TNF-alpha/NF-kappa B signaling complex 8
CDC37,KTN1,TNF-alpha/NF-kappa B signaling complex 8
TCEB1,VHL,VHL-TCEB1-TCEB2 complex
TCEB1,TCEB2,VHL-TCEB1-TCEB2 complex
TCEB2,VHL,VHL-TCEB1-TCEB2 complex
PSMC3,VHL,VHL-TBP1-HIF1A complex
HIF1A,PSMC3,VHL-TBP1-HIF1A complex
