domain,total_domain_protein_count,groups,group_count,average_domain_protein_count_per_group,mean_coverage,std_coverage
Small GTPase Rho,6,2; 77; 109; 142; 147; 177,6,1.0,0.10805860805860805,0.04888124026095194
"Small GTPase superfamily, ARF/SAR type",12,22; 31; 63; 84; 85; 100; 108; 112; 122; 156; 196; 226,12,1.0,0.07714626620519069,0.028162167971508785
"Small GTPase superfamily, SAR1-type",1,84,1,1.0,0.1,0.0
"Small GTPase, Ras-type",12,12; 16; 39; 44; 85; 94; 108; 119; 136; 151; 186; 211,12,1.0,0.10590904004382927,0.0803795673098714
Small acidic protein-like domain,1,232,1,1.0,0.125,0.0
Small integral membrane protein 20,1,73,1,1.0,0.045454545454545456,0.0
Small nuclear ribonucleoprotein D1,1,71,1,1.0,0.05263157894736842,0.0
"Small nuclear ribonucleoprotein Prp3, C-terminal domain",1,216,1,1.0,0.06666666666666667,0.0
Small nuclear ribonucleoprotein Sm D2,1,31,1,1.0,0.1,0.0
Small nuclear ribonucleoprotein Sm D3,1,232,1,1.0,0.125,0.0
"Small ribonucleoprotein associated, SmB/SmN",2,116; 124,2,1.0,0.12179487179487179,0.0634583008757158
Small ribosomal subunit protein RACK1-like,1,48,1,1.0,0.03225806451612903,0.0
Small ribosomal subunit protein bS16,1,76,1,1.0,0.05263157894736842,0.0
Small ribosomal subunit protein bS16 domain superfamily,1,76,1,1.0,0.05263157894736842,0.0
Small ribosomal subunit protein bS18,1,48,1,1.0,0.03225806451612903,0.0
Small ribosomal subunit protein bS18 superfamily,1,48,1,1.0,0.03225806451612903,0.0
Small ribosomal subunit protein bS1m,1,159,1,1.0,0.25,0.0
Small ribosomal subunit protein bS21,2,48; 220,2,1.0,0.03612903225806452,0.005474375080153915
Small ribosomal subunit protein bS21 superfamily,2,48; 220,2,1.0,0.03612903225806452,0.005474375080153915
Small ribosomal subunit protein bS6,1,18,1,1.0,0.05263157894736842,0.0
Small ribosomal subunit protein bS6 superfamily,1,18,1,1.0,0.05263157894736842,0.0
Small ribosomal subunit protein eS1,1,108,1,1.0,0.06666666666666667,0.0
"Small ribosomal subunit protein eS1, conserved site",1,108,1,1.0,0.06666666666666667,0.0
"Small ribosomal subunit protein eS1, eukaryotes",1,108,1,1.0,0.06666666666666667,0.0
Small ribosomal subunit protein eS10,1,124,1,1.0,0.07692307692307693,0.0
Small ribosomal subunit protein eS12,3,13; 234; 236,3,1.0,0.096609477124183,0.13317917561866519
"Small ribosomal subunit protein eS12, conserved site",3,13; 234; 236,3,1.0,0.096609477124183,0.13317917561866519
Small ribosomal subunit protein eS17,1,234,1,1.0,0.010416666666666666,0.0
Small ribosomal subunit protein eS17 superfamily,1,234,1,1.0,0.010416666666666666,0.0
"Small ribosomal subunit protein eS17, conserved site",1,234,1,1.0,0.010416666666666666,0.0
Small ribosomal subunit protein eS19,2,90; 98,2,1.0,0.0402046783625731,0.01757429134527969
"Small ribosomal subunit protein eS19, conserved site",2,90; 98,2,1.0,0.0402046783625731,0.01757429134527969
Small ribosomal subunit protein eS21,1,29,1,1.0,0.1,0.0
Small ribosomal subunit protein eS21 superfamily,1,29,1,1.0,0.1,0.0
"Small ribosomal subunit protein eS21, conserved site",1,29,1,1.0,0.1,0.0
Small ribosomal subunit protein eS24,1,90,1,1.0,0.05263157894736842,0.0
Small ribosomal subunit protein eS24 conserved site,1,90,1,1.0,0.05263157894736842,0.0
Small ribosomal subunit protein eS25,1,90,1,1.0,0.05263157894736842,0.0
Small ribosomal subunit protein eS26,1,144,1,1.0,0.06666666666666667,0.0
Small ribosomal subunit protein eS27,3,23; 77; 122,3,1.0,0.06455026455026454,0.008145399110233148
"Small ribosomal subunit protein eS27, zinc-binding domain superfamily",3,23; 77; 122,3,1.0,0.06455026455026454,0.008145399110233148
Small ribosomal subunit protein eS28,1,87,1,1.0,0.125,0.0
Small ribosomal subunit protein eS30,1,90,1,1.0,0.05263157894736842,0.0
Small ribosomal subunit protein eS31,1,155,1,1.0,0.04,0.0
Small ribosomal subunit protein eS31 eukaryotic-type superfamily,1,155,1,1.0,0.04,0.0
Small ribosomal subunit protein eS4,1,96,1,1.0,0.125,0.0
"Small ribosomal subunit protein eS4, C-terminal domain",1,96,1,1.0,0.125,0.0
"Small ribosomal subunit protein eS4, KOW domain",1,96,1,1.0,0.125,0.0
"Small ribosomal subunit protein eS4, N-terminal",1,96,1,1.0,0.125,0.0
"Small ribosomal subunit protein eS4, N-terminal, conserved site",1,96,1,1.0,0.125,0.0
"Small ribosomal subunit protein eS4, central domain superfamily",1,96,1,1.0,0.125,0.0
"Small ribosomal subunit protein eS4, central region",1,96,1,1.0,0.125,0.0
Small ribosomal subunit protein eS6,1,234,1,1.0,0.010416666666666666,0.0
"Small ribosomal subunit protein eS6, conserved site",1,234,1,1.0,0.010416666666666666,0.0
Small ribosomal subunit protein eS6-like,1,234,1,1.0,0.010416666666666666,0.0
Small ribosomal subunit protein eS7,1,75,1,1.0,0.022222222222222223,0.0
"Small ribosomal subunit protein eS7, conserved site",1,75,1,1.0,0.022222222222222223,0.0
Small ribosomal subunit protein eS8,1,234,1,1.0,0.010416666666666666,0.0
"Small ribosomal subunit protein eS8 subdomain, eukaryotes",1,234,1,1.0,0.010416666666666666,0.0
"Small ribosomal subunit protein eS8, conserved site",1,234,1,1.0,0.010416666666666666,0.0
Small ribosomal subunit protein mS22,1,234,1,1.0,0.010416666666666666,0.0
"Small ribosomal subunit protein mS23, conserved domain",1,234,1,1.0,0.010416666666666666,0.0
"Small ribosomal subunit protein mS23, metazoa",1,234,1,1.0,0.010416666666666666,0.0
Small ribosomal subunit protein mS26,1,112,1,1.0,0.09090909090909091,0.0
Small ribosomal subunit protein mS27,1,98,1,1.0,0.027777777777777776,0.0
Small ribosomal subunit protein mS29,1,234,1,1.0,0.010416666666666666,0.0
"Small ribosomal subunit protein mS29, metazoan-type",1,234,1,1.0,0.010416666666666666,0.0
Small ribosomal subunit protein mS33,1,47,1,1.0,0.047619047619047616,0.0
Small ribosomal subunit protein mS34,4,3; 196; 234; 235,4,1.0,0.06915178571428571,0.05754197535798555
"Small ribosomal subunit protein mS35, mitochondrial",1,210,1,1.0,0.058823529411764705,0.0
"Small ribosomal subunit protein mS35, mitochondrial, conserved domain",1,210,1,1.0,0.058823529411764705,0.0
"Small ribosomal subunit protein mS37, metazoan",1,79,1,1.0,0.038461538461538464,0.0
Small ribosomal subunit protein mS40,1,48,1,1.0,0.03225806451612903,0.0
Small ribosomal subunit protein uS10,1,122,1,1.0,0.06666666666666667,0.0
Small ribosomal subunit protein uS10 domain,3,122; 216; 234,3,1.0,0.04791666666666666,0.03247595264191645
Small ribosomal subunit protein uS10 domain superfamily,3,122; 216; 234,3,1.0,0.04791666666666666,0.03247595264191645
"Small ribosomal subunit protein uS10, conserved site",1,122,1,1.0,0.06666666666666667,0.0
"Small ribosomal subunit protein uS10, eukaryotic/archaeal",1,122,1,1.0,0.06666666666666667,0.0
Small ribosomal subunit protein uS10m,1,216,1,1.0,0.06666666666666667,0.0
Small ribosomal subunit protein uS11,7,13; 71; 205; 234; 236; 240,6,1.1666666666666667,0.15091804265565875,0.19114482064224847
Small ribosomal subunit protein uS11 superfamily,8,13; 71; 205; 234; 236; 240,6,1.3333333333333333,0.15265415376676986,0.1897693529707095
"Small ribosomal subunit protein uS11, conserved site",7,13; 71; 205; 234; 236; 240,6,1.1666666666666667,0.15091804265565875,0.19114482064224847
Small ribosomal subunit protein uS12,3,88; 96; 98,3,1.0,0.07656695156695158,0.048612089467628794
"Small ribosomal subunit protein uS12, eukaryotic/archaeal",2,88; 96,2,1.0,0.10096153846153846,0.03399551832627632
Small ribosomal subunit protein uS13,1,90,1,1.0,0.05263157894736842,0.0
"Small ribosomal subunit protein uS13, C-terminal",1,90,1,1.0,0.05263157894736842,0.0
"Small ribosomal subunit protein uS13, conserved site",1,90,1,1.0,0.05263157894736842,0.0
"Small ribosomal subunit protein uS13-like, H2TH",1,90,1,1.0,0.05263157894736842,0.0
Small ribosomal subunit protein uS14,2,98; 234,2,1.0,0.01909722222222222,0.012276159395599784
Small ribosomal subunit protein uS14 superfamily,1,98,1,1.0,0.027777777777777776,0.0
"Small ribosomal subunit protein uS14, conserved site",1,98,1,1.0,0.027777777777777776,0.0
"Small ribosomal subunit protein uS14, eukaryotes/archaea",1,98,1,1.0,0.027777777777777776,0.0
Small ribosomal subunit protein uS15,2,107; 109,2,1.0,0.05698005698005698,0.02820368927809592
"Small ribosomal subunit protein uS15, N-terminal",1,107,1,1.0,0.037037037037037035,0.0
"Small ribosomal subunit protein uS15, archaea/eukaryotes",1,107,1,1.0,0.037037037037037035,0.0
"Small ribosomal subunit protein uS15, bacterial-type",1,109,1,1.0,0.07692307692307693,0.0
Small ribosomal subunit protein uS17,2,100; 131,2,1.0,0.13333333333333333,0.04714045207910316
"Small ribosomal subunit protein uS17, N-terminal",1,100,1,1.0,0.1,0.0
"Small ribosomal subunit protein uS17, archaeal/eukaryotic",1,100,1,1.0,0.1,0.0
"Small ribosomal subunit protein uS17, conserved site",1,100,1,1.0,0.1,0.0
"Small ribosomal subunit protein uS17m, metazoa",1,131,1,1.0,0.16666666666666666,0.0
Small ribosomal subunit protein uS19,1,63,1,1.0,0.125,0.0
"Small ribosomal subunit protein uS19, conserved site",1,63,1,1.0,0.125,0.0
"Small ribosomal subunit protein uS19, eukaryotic/archaeal",1,63,1,1.0,0.125,0.0
"Small ribosomal subunit protein uS19, superfamily",1,63,1,1.0,0.125,0.0
Small ribosomal subunit protein uS2,2,18; 46,2,1.0,0.05263157894736842,0.0
"Small ribosomal subunit protein uS2, C-terminal domain",1,18,1,1.0,0.05263157894736842,0.0
"Small ribosomal subunit protein uS2, bacteria/mitochondria/plastid",1,46,1,1.0,0.05263157894736842,0.0
"Small ribosomal subunit protein uS2, conserved site",2,18; 46,2,1.0,0.05263157894736842,0.0
"Small ribosomal subunit protein uS2, eukaryotic",1,18,1,1.0,0.05263157894736842,0.0
"Small ribosomal subunit protein uS2, eukaryotic/archaeal",1,18,1,1.0,0.05263157894736842,0.0
"Small ribosomal subunit protein uS2, flavodoxin-like domain superfamily",2,18; 46,2,1.0,0.05263157894736842,0.0
"Small ribosomal subunit protein uS2, vertebrates",1,18,1,1.0,0.05263157894736842,0.0
"Small ribosomal subunit protein uS3, C-terminal",1,98,1,1.0,0.027777777777777776,0.0
"Small ribosomal subunit protein uS3, conserved site",1,98,1,1.0,0.027777777777777776,0.0
"Small ribosomal subunit protein uS3, eukaryotic/archaeal",1,98,1,1.0,0.027777777777777776,0.0
"Small ribosomal subunit protein uS3m, metazoan",1,234,1,1.0,0.010416666666666666,0.0
Small ribosomal subunit protein uS4,1,3,1,1.0,0.04,0.0
"Small ribosomal subunit protein uS4, N-terminal",1,3,1,1.0,0.04,0.0
"Small ribosomal subunit protein uS4, conserved site",1,3,1,1.0,0.04,0.0
"Small ribosomal subunit protein uS4, eukaryotic/archaeal",1,3,1,1.0,0.04,0.0
Small ribosomal subunit protein uS5,2,142; 177,2,1.0,0.1388888888888889,0.0392837100659193
"Small ribosomal subunit protein uS5 domain 2-type fold, subgroup",12,46; 73; 74; 88; 89; 90; 91; 97; 142; 177; 210; 234,12,1.0,0.12341136537867749,0.14716431554134643
"Small ribosomal subunit protein uS5, C-terminal",2,142; 177,2,1.0,0.1388888888888889,0.0392837100659193
"Small ribosomal subunit protein uS5, N-terminal",2,142; 177,2,1.0,0.1388888888888889,0.0392837100659193
"Small ribosomal subunit protein uS5, N-terminal, conserved site",2,142; 177,2,1.0,0.1388888888888889,0.0392837100659193
"Small ribosomal subunit protein uS5, eukaryotic/archaeal",1,142,1,1.0,0.1111111111111111,0.0
"Small ribosomal subunit protein uS5m, N-terminal domain",1,177,1,1.0,0.16666666666666666,0.0
Small ribosomal subunit protein uS7,4,68; 75; 76; 139,4,1.0,0.04926900584795321,0.019017839971416078
Small ribosomal subunit protein uS7 domain,4,68; 75; 76; 139,4,1.0,0.04926900584795321,0.019017839971416078
Small ribosomal subunit protein uS7 domain superfamily,4,68; 75; 76; 139,4,1.0,0.04926900584795321,0.019017839971416078
"Small ribosomal subunit protein uS7, conserved site",2,75; 139,2,1.0,0.03888888888888889,0.02357022603955158
Small ribosomal subunit protein uS8,1,109,1,1.0,0.07692307692307693,0.0
Small ribosomal subunit protein uS8 superfamily,1,109,1,1.0,0.07692307692307693,0.0
"Small ribosomal subunit protein uS8, conserved site",1,109,1,1.0,0.07692307692307693,0.0
Small ribosomal subunit protein uS9,4,88; 89; 90; 234,4,1.0,0.11832616396761134,0.14594809191878466
"Small ribosomal subunit protein uS9, conserved site",4,88; 89; 90; 234,4,1.0,0.11832616396761134,0.14594809191878466
"Small ubiquitin-related modifier 1, Ubl domain",1,200,1,1.0,0.1111111111111111,0.0
"Small-subunit processome, Utp11",1,120,1,1.0,0.16666666666666666,0.0
"Small-subunit processome, Utp14",1,62,1,1.0,0.16666666666666666,0.0
"Smc1, ATP-binding cassette domain",2,65; 193,2,1.0,0.05131578947368421,0.0018608073189119632
Smooth muscle protein/calponin,4,11; 145; 202; 222,4,1.0,0.07198067632850241,0.031387957171488436
Snake toxin-like superfamily,1,202,1,1.0,0.043478260869565216,0.0
"Snf2, ATP coupling domain",1,153,1,1.0,0.08333333333333333,0.0
Snf7 family,3,76; 90; 205,3,1.0,0.05263157894736842,0.0
"Snu114, GTP-binding domain",2,73; 97,2,1.0,0.039968652037617555,0.007758224871952717
SoHo domain,2,107; 128,2,1.0,0.08101851851851852,0.06219920760437224
Sodium/glucose symporter superfamily,1,213,1,1.0,0.07692307692307693,0.0
Sodium/myo-inositol cotransporter SMIT,1,213,1,1.0,0.07692307692307693,0.0
Sodium/potassium-transporting ATPase subunit beta,2,18; 69,2,1.0,0.0402046783625731,0.01757429134527969
Sodium/potassium-transporting ATPase subunit beta superfamily,2,18; 69,2,1.0,0.0402046783625731,0.01757429134527969
Sodium/solute symporter,1,213,1,1.0,0.07692307692307693,0.0
Sodium/solute symporter superfamily,2,75; 123,2,1.0,0.040522875816993466,0.025881032514017428
"Sodium/solute symporter, conserved site",1,213,1,1.0,0.07692307692307693,0.0
Sodium:dicarboxylate symporter,1,12,1,1.0,0.07692307692307693,0.0
Sodium:dicarboxylate symporter superfamily,1,12,1,1.0,0.07692307692307693,0.0
"Sodium:dicarboxylate symporter, conserved site",1,12,1,1.0,0.07692307692307693,0.0
Soluble quinoprotein glucose/sorbosone dehydrogenase,1,147,1,1.0,0.07142857142857142,0.0
Solute carrier family 25 member 16-like,3,56; 72; 139,3,1.0,0.2328042328042328,0.23547945832247266
"Solute carrier family 3 member 2, N-terminal domain",1,67,1,1.0,0.0625,0.0
Sororin protein,1,33,1,1.0,0.25,0.0
"Sortilin, C-terminal",1,107,1,1.0,0.037037037037037035,0.0
"Sortilin, N-terminal",1,107,1,1.0,0.037037037037037035,0.0
Sorting nexin 9 family,2,119; 123,2,1.0,0.06787330316742082,0.012798312781656978
"Sorting nexin protein, WASP-binding domain",2,119; 123,2,1.0,0.06787330316742082,0.012798312781656978
"Sorting nexin-33, BAR domain",1,123,1,1.0,0.058823529411764705,0.0
"Sorting nexin-9, BAR domain",1,119,1,1.0,0.07692307692307693,0.0
"Sorting nexin-9, PX domain",1,119,1,1.0,0.07692307692307693,0.0
Spectrin repeat,11,12; 13; 57; 91; 95; 99; 153; 200; 202; 220,10,1.1,0.06272432895780804,0.0287146694569393
"Spectrin, beta subunit",1,202,1,1.0,0.043478260869565216,0.0
Spectrin/alpha-actinin,19,12; 13; 50; 57; 60; 91; 95; 99; 107; 131; 153; 155; 200; 202; 203; 217; 220,17,1.1176470588235294,0.1113877600481186,0.12450009121285754
"Spen paralogue and orthologue SPOC, C-terminal",1,129,1,1.0,0.09090909090909091,0.0
"Spen paralogue/orthologue C-terminal, metazoa",1,129,1,1.0,0.09090909090909091,0.0
"Sperm-specific antigen 2, C-terminal",1,144,1,1.0,0.06666666666666667,0.0
"Spermadhesin, CUB domain superfamily",4,48; 71; 75; 234,4,1.0,0.029382133088096583,0.017886316506681942
Sphingolipid delta4-desaturase,1,207,1,1.0,0.09090909090909091,0.0
"Sphingolipid delta4-desaturase, N-terminal",1,207,1,1.0,0.09090909090909091,0.0
Sphingomyelin phosphodiesterase 4,1,105,1,1.0,0.0625,0.0
Sphingosine N-acyltransferase Lag1/Lac1-like,1,180,1,1.0,0.06666666666666667,0.0
"Splicing factor 1, helix-hairpin domain",1,103,1,1.0,0.14285714285714285,0.0
"Splicing factor 1, helix-hairpin domain superfamily",1,103,1,1.0,0.14285714285714285,0.0
Splicing factor 3A subunit 1,1,100,1,1.0,0.1,0.0
"Splicing factor 3A subunit 1, conserved domain",1,100,1,1.0,0.1,0.0
"Splicing factor 3A subunit 1, ubiquitin domain",1,100,1,1.0,0.1,0.0
Splicing factor 3B subunit 1,1,234,1,1.0,0.010416666666666666,0.0
Splicing factor 3B subunit 1-like,1,234,1,1.0,0.010416666666666666,0.0
Splicing factor 45,1,116,1,1.0,0.16666666666666666,0.0
Splicing factor ELAV/Hu,1,87,1,1.0,0.125,0.0
"Splicing factor RBM39, linker",1,97,1,1.0,0.034482758620689655,0.0
"Splicing factor SF3a60 /Prp9 subunit, C-terminal",1,11,1,1.0,0.08333333333333333,0.0
Splicing factor SF3a60 binding domain,1,11,1,1.0,0.08333333333333333,0.0
"Splicing factor, RBM39-like",1,97,1,1.0,0.034482758620689655,0.0
"Splicing factor, arginine/serine-rich 19",1,95,1,1.0,0.03225806451612903,0.0
Spt5 C-terminal domain,1,234,1,1.0,0.010416666666666666,0.0
Squalene cyclase,1,226,1,1.0,0.02564102564102564,0.0
"Squalene cyclase, C-terminal",1,226,1,1.0,0.02564102564102564,0.0
"Squalene cyclase, N-terminal",1,226,1,1.0,0.02564102564102564,0.0
Squalene synthase-like,1,144,1,1.0,0.06666666666666667,0.0
Squalene/phytoene synthase,1,144,1,1.0,0.06666666666666667,0.0
"Squalene/phytoene synthase, conserved site",1,144,1,1.0,0.06666666666666667,0.0
"Srp40, C-terminal",1,67,1,1.0,0.0625,0.0
"Staphylococcal nuclease (SNase-like), OB-fold",1,54,1,1.0,0.045454545454545456,0.0
"Staufen 1, third double-stranded RNA binding domain",1,16,1,1.0,0.04,0.0
"Staufen 2, fourth double-stranded RNA binding domain",1,205,1,1.0,0.05263157894736842,0.0
"Staufen 2, second double-stranded RNA binding domain",1,205,1,1.0,0.05263157894736842,0.0
"Staufen 2, third double-stranded RNA binding domain",1,205,1,1.0,0.05263157894736842,0.0
"Staufen, C-terminal",2,16; 205,2,1.0,0.04631578947368421,0.008931875130777438
Steadiness box (SB) domain,1,73,1,1.0,0.045454545454545456,0.0
Sterile alpha motif domain,6,6; 43; 46; 92; 133; 194,6,1.0,0.12979951335214493,0.10256737764817159
Sterile alpha motif/pointed domain superfamily,8,6; 43; 46; 71; 92; 117; 133; 194,8,1.0,0.11529221874616612,0.0913267267029561
"Sterol O-acyltransferase, ACAT/DAG/ARE types",2,153; 201,2,1.0,0.056818181818181816,0.037498086881104786
"Sterol O-acyltransferase, metazoa",1,201,1,1.0,0.030303030303030304,0.0
Sterol biosynthesis ERG24/DHCR-like,2,60; 136,2,1.0,0.05890804597701149,0.03454257264417042
"Sterol reductase, conserved site",2,60; 136,2,1.0,0.05890804597701149,0.03454257264417042
Sterol transport protein NPC2-like,1,7,1,1.0,0.07692307692307693,0.0
Stimulator of interferon genes protein,1,10,1,1.0,0.06666666666666667,0.0
"Stimulator of interferon genes protein, C-terminal",1,10,1,1.0,0.06666666666666667,0.0
"Stimulator of interferon genes protein, C-terminal domain superfamily",1,10,1,1.0,0.06666666666666667,0.0
Stomatin/HflK family,3,54; 129; 158,3,1.0,0.10101010101010101,0.06123411945950576
"Strictosidine synthase, conserved region",1,122,1,1.0,0.06666666666666667,0.0
Stromal interaction molecule,2,43; 133,2,1.0,0.10096153846153846,0.03399551832627632
"Stromal interaction molecule 1, SAM domain",1,133,1,1.0,0.07692307692307693,0.0
"Stromal interaction molecule 2, SAM domain",1,43,1,1.0,0.125,0.0
"Stromal interaction molecule, Orai1-activating region",2,43; 133,2,1.0,0.10096153846153846,0.03399551832627632
"Structural maintenance of chromosomes 3, ABC domain, eukaryotic",1,205,1,1.0,0.05263157894736842,0.0
Structural maintenance of chromosomes flexible hinge domain-containing protein 1,1,119,1,1.0,0.07692307692307693,0.0
Structural maintenance of chromosomes protein,4,65; 148; 193; 205,4,1.0,0.05131578947368421,0.0015193428136569065
Succinate dehydogenase/fumarate reductase N-terminal,1,133,1,1.0,0.07692307692307693,0.0
"Succinate dehydrogenase, flavoprotein subunit",1,193,1,1.0,0.05,0.0
"Succinate dehydrogenase/fumarate reductase flavoprotein, catalytic domain superfamily",1,193,1,1.0,0.05,0.0
Succinate dehydrogenase/fumarate reductase iron-sulphur protein,1,133,1,1.0,0.07692307692307693,0.0
"Succinate dehydrogenase/fumarate reductase, flavoprotein subunit",1,193,1,1.0,0.05,0.0
"Succinyl-CoA synthetase, beta subunit, conserved site",1,107,1,1.0,0.037037037037037035,0.0
Succinyl-CoA synthetase-like,1,107,1,1.0,0.037037037037037035,0.0
Sugar phosphate transporter domain,1,165,1,1.0,0.2,0.0
"Sugar transporter, conserved site",2,164; 228,2,1.0,0.06623931623931624,0.015109119256122815
Sugar/inositol transporter,1,228,1,1.0,0.07692307692307693,0.0
Sulfhydryl oxidase,2,155; 201,2,1.0,0.035151515151515156,0.006856793029687736
"Sulfhydryl oxidase, Trx-like domain",2,155; 201,2,1.0,0.035151515151515156,0.006856793029687736
"Sulfhydryl oxidase, flavin adenine dinucleotide (FAD) binding domain",2,155; 201,2,1.0,0.035151515151515156,0.006856793029687736
"Sulfhydryl oxidase, flavin adenine dinucleotide (FAD) binding domain superfamily",2,155; 201,2,1.0,0.035151515151515156,0.006856793029687736
"Sulfite reductase [NADPH] flavoprotein alpha-component-like, FAD-binding",1,134,1,1.0,0.09090909090909091,0.0
Sulfotransferase,2,13; 207,2,1.0,0.060160427807486636,0.04348517638312993
Sulphide quinone-reductase,1,75,1,1.0,0.022222222222222223,0.0
Suppressor of forked,2,163; 234,2,1.0,0.10520833333333333,0.13405566059994964
Surface antigen D15-like,1,201,1,1.0,0.030303030303030304,0.0
Surfeit locus 1/4,2,146; 183,2,1.0,0.05119047619047619,0.0218866384652979
Surfeit locus 1/Shy1,1,183,1,1.0,0.06666666666666667,0.0
Surfeit locus 4,1,146,1,1.0,0.03571428571428571,0.0
"Survival motor neuron, Tudor domain",1,234,1,1.0,0.010416666666666666,0.0
Sushi/SCR/CCP domain,1,10,1,1.0,0.06666666666666667,0.0
Sushi/SCR/CCP superfamily,1,10,1,1.0,0.06666666666666667,0.0
Symplekin C-terminal,1,22,1,1.0,0.05263157894736842,0.0
Symplekin/Pta1,1,22,1,1.0,0.05263157894736842,0.0
"Symplekin/Pta1, N-terminal",1,22,1,1.0,0.05263157894736842,0.0
"Synaptic functional regulator FMRP, KH0 domain",4,50; 54; 59; 74,4,1.0,0.19365530303030304,0.21114026768416544
Synaptic vesicle protein SV2,1,164,1,1.0,0.05555555555555555,0.0
Synaptobrevin-like,4,13; 31; 111; 134,4,1.0,0.06896910279263221,0.032603608726822934
Synaptobrevin/Vesicle-associated membrane protein,2,13; 31,2,1.0,0.06470588235294118,0.04991341984846218
Synaptogyrin,1,13,1,1.0,0.029411764705882353,0.0
"Synaptojanin-1/2, RNA recognition motif",1,9,1,1.0,0.06666666666666667,0.0
"Synaptojanin-2, RNA recognition motif",1,9,1,1.0,0.06666666666666667,0.0
Synaptophysin/synaptoporin,1,12,1,1.0,0.07692307692307693,0.0
"Synaptotagmin, SMP domain",2,9; 138,2,1.0,0.06458333333333333,0.0029462782549439424
Synaptotagmin-like mitochondrial-lipid-binding domain,4,9; 41; 138; 188,4,1.0,0.11562499999999999,0.058962382075353766
"Synaptotagmin-like, mitochondrial and lipid-binding domain",1,183,1,1.0,0.06666666666666667,0.0
Syndecan,3,232; 233; 234,3,1.0,0.21180555555555555,0.25607491760405965
"Syndecan, conserved site",3,232; 233; 234,3,1.0,0.21180555555555555,0.25607491760405965
Syndecan/Neurexin domain,3,232; 233; 234,3,1.0,0.21180555555555555,0.25607491760405965
Syntaxin,6,13; 18; 26; 85; 189; 213,6,1.0,0.12749078024098218,0.18320781078242074
"Syntaxin, N-terminal domain",5,13; 26; 85; 189; 213,5,1.0,0.1424626204997049,0.2006868391527301
"Syntaxin-2, SNARE motif",1,13,1,1.0,0.029411764705882353,0.0
"Syntaxin-5, N-terminal, Sly1p-binding domain",1,18,1,1.0,0.05263157894736842,0.0
"Syntaxin/epimorphin, conserved site",7,13; 18; 26; 85; 147; 189; 213,7,1.0,0.11948189326778062,0.16858206953959454
"Synthesis of cytochrome c oxidase, Sco1/Sco2",2,75; 124,2,1.0,0.04957264957264958,0.0386793452956744
Syntrophin,2,93; 196,2,1.0,0.07291666666666666,0.014731391274719742
"Syntrophin, split Pleckstrin homology (PH) domain",2,93; 196,2,1.0,0.07291666666666666,0.014731391274719742
"T-complex protein 1, alpha subunit",1,67,1,1.0,0.0625,0.0
"T-complex protein 1, beta subunit",2,107; 148,2,1.0,0.04351851851851852,0.009166199015381175
"T-complex protein 1, delta subunit",1,114,1,1.0,0.07142857142857142,0.0
"T-complex protein 1, epsilon subunit",1,139,1,1.0,0.05555555555555555,0.0
"T-complex protein 1, eta subunit",1,127,1,1.0,0.1,0.0
"T-complex protein 1, gamma subunit",1,109,1,1.0,0.07692307692307693,0.0
"T-complex protein 1, theta subunit",1,156,1,1.0,0.07142857142857142,0.0
"T-complex protein 1, zeta subunit",1,73,1,1.0,0.045454545454545456,0.0
TAF15/EWS/TLS family,3,178; 216,2,1.5,0.1380952380952381,0.006734350297014744
TAP C-terminal (TAP-C) domain,1,50,1,1.0,0.0625,0.0
"TAR DNA-binding protein 43, C-terminal",1,20,1,1.0,0.14285714285714285,0.0
"TAR DNA-binding protein 43, N-terminal",1,20,1,1.0,0.14285714285714285,0.0
"TATA box binding protein associated factor (TAF), histone-like fold domain",1,155,1,1.0,0.04,0.0
TATA element modulatory factor 1 DNA binding,1,61,1,1.0,0.08333333333333333,0.0
"TATA element modulatory factor 1, TATA binding",1,61,1,1.0,0.08333333333333333,0.0
TATA-binding protein interacting (TIP20),1,97,1,1.0,0.034482758620689655,0.0
TATA-binding protein-associated factor Mot1,1,11,1,1.0,0.08333333333333333,0.0
TB domain,1,214,1,1.0,0.2,0.0
TB2/DP1/HVA22-related protein,1,201,1,1.0,0.030303030303030304,0.0
TBP domain superfamily,3,1; 124; 128,3,1.0,0.08691553544494722,0.03420114377272149
TCF25/Rqc1,1,50,1,1.0,0.0625,0.0
TCP-1-like chaperonin intermediate domain superfamily,11,67; 73; 107; 109; 114; 118; 127; 139; 145; 148; 156,11,1.0,0.06548430525703253,0.020932349077580573
"TECR-like, N-terminal domain",1,7,1,1.0,0.07692307692307693,0.0
TERF1-interacting nuclear factor 2,1,206,1,1.0,0.06666666666666667,0.0
"TERF1-interacting nuclear factor 2, N-terminal domain",1,206,1,1.0,0.06666666666666667,0.0
TFG box,1,209,1,1.0,0.07692307692307693,0.0
"TFG, PB1 domain",1,140,1,1.0,0.16666666666666666,0.0
TFIIS/LEDGF domain superfamily,7,3; 75; 149; 164; 197; 198; 234,7,1.0,0.09956557331557332,0.17715021578535536
TGF-beta binding (TB) domain superfamily,1,214,1,1.0,0.2,0.0
TGS,2,73; 139,2,1.0,0.050505050505050504,0.007142492739258053
TGS-like,2,73; 139,2,1.0,0.050505050505050504,0.007142492739258053
"THO complex, subunit 5",1,128,1,1.0,0.125,0.0
THRAP3/BCLAF1 family,2,119; 164,2,1.0,0.06623931623931624,0.015109119256122815
