group,group_protein_count,domain,total_domain_protein_count,domain_protein_in_group_count,coverage_of_domain_proteins_in_group,representation_of_total_domain_proteins
154,5,Chaperone J-domain superfamily,17,2,0.4,0.11764705882352941
154,5,DnaJ domain,16,2,0.4,0.125
154,5,"DnaJ domain, conserved site",11,2,0.4,0.18181818181818182
155,25,"Actinin-type actin-binding domain, conserved site",17,1,0.04,0.058823529411764705
155,25,Aldolase-type TIM barrel,2,1,0.04,0.5
155,25,Alpha/Beta hydrolase fold,16,1,0.04,0.0625
155,25,Alpha/beta hydrolase fold-1,6,1,0.04,0.16666666666666666
155,25,"Barrier- to-autointegration factor, BAF",1,1,0.04,1.0
155,25,"Barrier-to-autointegration factor, BAF superfamily",1,1,0.04,1.0
155,25,C2 domain,16,1,0.04,0.0625
155,25,C2 domain superfamily,19,1,0.04,0.05263157894736842
155,25,"CENP-T/Histone H4, histone fold",1,1,0.04,1.0
155,25,Collagen triple helix repeat,8,1,0.04,0.125
155,25,DNA mismatch repair Msh2-type,1,1,0.04,1.0
155,25,DNA mismatch repair MutS family,2,1,0.04,0.5
155,25,"DNA mismatch repair protein Msh2, ATP-binding cassette domain",1,1,0.04,1.0
155,25,"DNA mismatch repair protein MutS, C-terminal",2,1,0.04,0.5
155,25,"DNA mismatch repair protein MutS, N-terminal",2,1,0.04,0.5
155,25,"DNA mismatch repair protein MutS, clamp",2,1,0.04,0.5
155,25,"DNA mismatch repair protein MutS, connector domain",2,1,0.04,0.5
155,25,"DNA mismatch repair protein MutS, core",2,1,0.04,0.5
155,25,"DNA mismatch repair protein MutS, core domain superfamily",2,1,0.04,0.5
155,25,"DNA mismatch repair protein MutS-like, N-terminal",2,1,0.04,0.5
155,25,"Desmoplakin, SH3 domain",9,1,0.04,0.1111111111111111
155,25,"Desmoplakin, spectrin-like domain",9,1,0.04,0.1111111111111111
155,25,ERV/ALR sulfhydryl oxidase domain,2,1,0.04,0.5
155,25,ERV/ALR sulfhydryl oxidase domain superfamily,2,1,0.04,0.5
155,25,Epoxide hydrolase-like,3,1,0.04,0.3333333333333333
155,25,"FIP-RBD, C-terminal domain superfamily",1,1,0.04,1.0
155,25,"Fas-associated factor 1/2-like, UAS domain",1,1,0.04,1.0
155,25,Fibronectin type II domain,5,1,0.04,0.2
155,25,Fibronectin type II domain superfamily,5,1,0.04,0.2
155,25,"Fibronectin, type I",1,1,0.04,1.0
155,25,Fructose-bisphosphate aldolase class-I active site,1,1,0.04,1.0
155,25,"Fructose-bisphosphate aldolase, class-I",1,1,0.04,1.0
155,25,Heterogeneous nuclear ribonucleoprotein C,3,1,0.04,0.3333333333333333
155,25,Histone H2A,3,1,0.04,0.3333333333333333
155,25,Histone H2A conserved site,2,1,0.04,0.5
155,25,"Histone H2A, C-terminal domain",3,1,0.04,0.3333333333333333
155,25,Histone H2B,1,1,0.04,1.0
155,25,Histone H3/CENP-A,1,1,0.04,1.0
155,25,Histone H4,1,1,0.04,1.0
155,25,"Histone H4, conserved site",1,1,0.04,1.0
155,25,HotDog domain superfamily,8,1,0.04,0.125
155,25,"IQ motif, EF-hand binding site",18,1,0.04,0.05555555555555555
155,25,Immunoglobulin E-set,11,1,0.04,0.09090909090909091
155,25,"Intermediate filament head, DNA-binding domain",3,1,0.04,0.3333333333333333
155,25,Kringle-like fold,5,1,0.04,0.2
155,25,"LRRC8, pannexin-like TM region",2,1,0.04,0.5
155,25,Lamin tail domain,4,1,0.04,0.25
155,25,Lamin tail domain superfamily,4,1,0.04,0.25
155,25,Leucine-rich repeat,15,1,0.04,0.06666666666666667
155,25,Leucine-rich repeat domain superfamily,16,1,0.04,0.0625
155,25,"Leucine-rich repeat, typical subtype",9,1,0.04,0.1111111111111111
155,25,MaoC-like dehydratase domain,3,1,0.04,0.3333333333333333
155,25,"Mitogen-activated protein (MAP) kinase, ERK1/2",1,1,0.04,1.0
155,25,"Mitogen-activated protein (MAP) kinase, conserved site",1,1,0.04,1.0
155,25,"MutS, connector domain superfamily",2,1,0.04,0.5
155,25,NAD(P)-binding domain superfamily,56,1,0.04,0.017857142857142856
155,25,P-loop containing nucleoside triphosphate hydrolase,269,1,0.04,0.0037174721189591076
155,25,Pancreatic trypsin inhibitor Kunitz domain,7,1,0.04,0.14285714285714285
155,25,Pancreatic trypsin inhibitor Kunitz domain superfamily,7,1,0.04,0.14285714285714285
155,25,Papain-like cysteine peptidase superfamily,8,1,0.04,0.125
155,25,Plakin,9,1,0.04,0.1111111111111111
155,25,Plakin repeat superfamily,9,1,0.04,0.1111111111111111
155,25,Plectin repeat,9,1,0.04,0.1111111111111111
155,25,"Plectin-like, spectrin-like repeat",7,1,0.04,0.14285714285714285
155,25,"Plectin/eS10, N-terminal",5,1,0.04,0.2
155,25,Protein kinase domain,32,1,0.04,0.03125
155,25,"Protein kinase, ATP binding site",27,1,0.04,0.037037037037037035
155,25,Protein kinase-like domain superfamily,40,1,0.04,0.025
155,25,"Protein-glutamine gamma-glutamyltransferase, animal",1,1,0.04,1.0
155,25,"Proteinase inhibitor I2, Kunitz, conserved site",7,1,0.04,0.14285714285714285
155,25,"RBM12B, RNA recognition motif 2",1,1,0.04,1.0
155,25,"RBM12B, RNA recognition motif 3",1,1,0.04,1.0
155,25,"RNA-binding protein 12B, RNA recognition motif 4",1,1,0.04,1.0
155,25,Rab-binding domain FIP-RBD,1,1,0.04,1.0
155,25,Rab11-family interacting protein class I,1,1,0.04,1.0
155,25,Ras GTPase-activating domain,4,1,0.04,0.25
155,25,"Ras GTPase-activating protein, conserved site",4,1,0.04,0.25
155,25,"RasGAP protein, C-terminal",3,1,0.04,0.3333333333333333
155,25,Rho GTPase activation protein,5,1,0.04,0.2
155,25,SCP2 sterol-binding domain,7,1,0.04,0.14285714285714285
155,25,SCP2 sterol-binding domain superfamily,7,1,0.04,0.14285714285714285
155,25,SH3 domain,25,1,0.04,0.04
155,25,"Serine/threonine-protein kinase, active site",21,1,0.04,0.047619047619047616
155,25,Short-chain dehydrogenase/reductase SDR,24,1,0.04,0.041666666666666664
155,25,"Short-chain dehydrogenase/reductase, conserved site",11,1,0.04,0.09090909090909091
155,25,"Signal recognition particle subunit SRP72, TPR-like repeat",1,1,0.04,1.0
155,25,"Signal recognition particle, SRP72 subunit",1,1,0.04,1.0
155,25,"Signal recognition particle, SRP72 subunit, RNA-binding",1,1,0.04,1.0
155,25,Small ribosomal subunit protein eS31,1,1,0.04,1.0
155,25,Small ribosomal subunit protein eS31 eukaryotic-type superfamily,1,1,0.04,1.0
155,25,Spectrin/alpha-actinin,19,1,0.04,0.05263157894736842
155,25,Sulfhydryl oxidase,2,1,0.04,0.5
155,25,"Sulfhydryl oxidase, Trx-like domain",2,1,0.04,0.5
155,25,"Sulfhydryl oxidase, flavin adenine dinucleotide (FAD) binding domain",2,1,0.04,0.5
155,25,"Sulfhydryl oxidase, flavin adenine dinucleotide (FAD) binding domain superfamily",2,1,0.04,0.5
155,25,"TATA box binding protein associated factor (TAF), histone-like fold domain",1,1,0.04,1.0
155,25,Tetratricopeptide repeat,14,1,0.04,0.07142857142857142
155,25,Tetratricopeptide-like helical domain superfamily,46,1,0.04,0.021739130434782608
155,25,Thioredoxin domain,20,1,0.04,0.05
155,25,"Transglutaminase, C-terminal",1,1,0.04,1.0
155,25,"Transglutaminase, C-terminal domain superfamily",1,1,0.04,1.0
155,25,"Transglutaminase, N-terminal",1,1,0.04,1.0
155,25,"Transglutaminase, active site",1,1,0.04,1.0
155,25,Transglutaminase-like,1,1,0.04,1.0
155,25,Transglutaminase-like superfamily,1,1,0.04,1.0
155,25,UAS,1,1,0.04,1.0
155,25,UBA-like superfamily,12,1,0.04,0.08333333333333333
155,25,UBX domain,3,1,0.04,0.3333333333333333
155,25,Ubiquitin conserved site,2,1,0.04,0.5
155,25,Ubiquitin domain,3,1,0.04,0.3333333333333333
155,25,Ubiquitin-like domain,10,1,0.04,0.1
155,25,Winged helix-like DNA-binding domain superfamily,39,1,0.04,0.02564102564102564
155,25,Zinc-binding ribosomal protein,8,1,0.04,0.125
155,25,von Willebrand factor A-like domain superfamily,29,1,0.04,0.034482758620689655
155,25,"von Willebrand factor, type A",18,1,0.04,0.05555555555555555
155,25,CH domain superfamily,30,2,0.08,0.06666666666666667
155,25,Calponin homology domain,30,2,0.08,0.06666666666666667
155,25,Fibronectin type III,17,2,0.08,0.11764705882352941
155,25,Fibronectin type III superfamily,17,2,0.08,0.11764705882352941
155,25,"Intermediate filament protein, conserved site",8,2,0.08,0.25
155,25,"Intermediate filament, rod domain",8,2,0.08,0.25
155,25,Nucleotide-binding alpha-beta plait domain superfamily,126,2,0.08,0.015873015873015872
155,25,RNA recognition motif domain,117,2,0.08,0.017094017094017096
155,25,RNA-binding domain superfamily,127,2,0.08,0.015748031496062992
155,25,Thioredoxin-like superfamily,36,2,0.08,0.05555555555555555
155,25,Ubiquitin-like domain superfamily,22,2,0.08,0.09090909090909091
155,25,Histone H2A/H2B/H3,5,3,0.12,0.6
155,25,Immunoglobulin-like fold,55,3,0.12,0.05454545454545454
155,25,Histone-fold,6,4,0.16,0.6666666666666666
156,14,"26S proteasome non-ATPase regulatory subunit RPN1, C-terminal",1,1,0.07142857142857142,1.0
156,14,"26S proteasome regulatory complex, non-ATPase subcomplex, Rpn1 subunit",1,1,0.07142857142857142,1.0
156,14,"ATP synthase, F0 complex, subunit B",1,1,0.07142857142857142,1.0
156,14,"ATP synthase, F0 complex, subunit B/MI25",1,1,0.07142857142857142,1.0
156,14,Armadillo-like helical,63,1,0.07142857142857142,0.015873015873015872
156,14,Armadillo-type fold,84,1,0.07142857142857142,0.011904761904761904
156,14,Band 4.1 domain,7,1,0.07142857142857142,0.14285714285714285
156,14,Cadherin,6,1,0.07142857142857142,0.16666666666666666
156,14,Cadherin conserved site,10,1,0.07142857142857142,0.1
156,14,Cadherin prodomain,5,1,0.07142857142857142,0.2
156,14,Cadherin-like,10,1,0.07142857142857142,0.1
156,14,Cadherin-like superfamily,11,1,0.07142857142857142,0.09090909090909091
156,14,Chaperone tailless complex polypeptide 1 (TCP-1),9,1,0.07142857142857142,0.1111111111111111
156,14,Chaperonin Cpn60/GroEL/TCP-1 family,11,1,0.07142857142857142,0.09090909090909091
156,14,"Chaperonin TCP-1, conserved site",9,1,0.07142857142857142,0.1111111111111111
156,14,"ERM family, FERM domain C-lobe",2,1,0.07142857142857142,0.5
156,14,Ezrin/radixin/moesin,2,1,0.07142857142857142,0.5
156,14,"Ezrin/radixin/moesin, C-terminal",2,1,0.07142857142857142,0.5
156,14,"Ezrin/radixin/moesin, alpha-helical domain",2,1,0.07142857142857142,0.5
156,14,Ezrin/radixin/moesin-like,4,1,0.07142857142857142,0.25
156,14,FERM central domain,7,1,0.07142857142857142,0.14285714285714285
156,14,FERM conserved site,5,1,0.07142857142857142,0.2
156,14,FERM domain,7,1,0.07142857142857142,0.14285714285714285
156,14,"FERM superfamily, second domain",7,1,0.07142857142857142,0.14285714285714285
156,14,"FERM, C-terminal PH-like domain",5,1,0.07142857142857142,0.2
156,14,"FERM, N-terminal",5,1,0.07142857142857142,0.2
156,14,FERM/acyl-CoA-binding protein superfamily,11,1,0.07142857142857142,0.09090909090909091
156,14,GOLD domain,10,1,0.07142857142857142,0.1
156,14,GroEL-like apical domain superfamily,11,1,0.07142857142857142,0.09090909090909091
156,14,GroEL-like equatorial domain superfamily,11,1,0.07142857142857142,0.09090909090909091
156,14,"IF2a, S1-like domain",1,1,0.07142857142857142,1.0
156,14,Large ribosomal subunit protein uL1,2,1,0.07142857142857142,0.5
156,14,"Large ribosomal subunit protein uL1, 3-layer alpha/beta-sandwich domain",4,1,0.07142857142857142,0.25
156,14,"Large ribosomal subunit protein uL1, conserved site",2,1,0.07142857142857142,0.5
156,14,Moesin tail domain superfamily,2,1,0.07142857142857142,0.5
156,14,"Nucleic acid-binding, OB-fold",31,1,0.07142857142857142,0.03225806451612903
156,14,PH-like domain superfamily,36,1,0.07142857142857142,0.027777777777777776
156,14,"Phosphatidylinositol 3-/4-kinase, catalytic domain",6,1,0.07142857142857142,0.16666666666666666
156,14,Proteasome/cyclosome repeat,2,1,0.07142857142857142,0.5
156,14,"RPN1, N-terminal",1,1,0.07142857142857142,1.0
156,14,Ribosomal protein uL1-like,4,1,0.07142857142857142,0.25
156,14,Ribosomal protein uL1/ribosomal biogenesis protein,4,1,0.07142857142857142,0.25
156,14,S1 domain,5,1,0.07142857142857142,0.2
156,14,Small GTP-binding protein domain,67,1,0.07142857142857142,0.014925373134328358
156,14,"Small GTPase superfamily, ARF/SAR type",12,1,0.07142857142857142,0.08333333333333333
156,14,"T-complex protein 1, theta subunit",1,1,0.07142857142857142,1.0
156,14,TCP-1-like chaperonin intermediate domain superfamily,11,1,0.07142857142857142,0.09090909090909091
156,14,Transcriptional repressor p66,1,1,0.07142857142857142,1.0
156,14,"Transcriptional repressor p66, coiled-coil MBD2-interaction domain",1,1,0.07142857142857142,1.0
156,14,"Translation initiation factor 2, alpha subunit",1,1,0.07142857142857142,1.0
156,14,"Translation initiation factor 2, alpha subunit, C-terminal",1,1,0.07142857142857142,1.0
156,14,"Translation initiation factor 2, alpha subunit, middle domain superfamily",1,1,0.07142857142857142,1.0
156,14,Transmembrane emp24 domain-containing protein,7,1,0.07142857142857142,0.14285714285714285
156,14,Type II phosphatidylinositol 4-kinase Lsb6/PI4K2,1,1,0.07142857142857142,1.0
156,14,Ubiquitin-like domain superfamily,22,1,0.07142857142857142,0.045454545454545456
156,14,"Zinc finger, GATA-type",1,1,0.07142857142857142,1.0
156,14,"ATP-dependent RNA helicase DEAD-box, conserved site",18,2,0.14285714285714285,0.1111111111111111
156,14,DEAD/DEAH box helicase domain,35,2,0.14285714285714285,0.05714285714285714
156,14,"Helicase superfamily 1/2, ATP-binding domain",43,2,0.14285714285714285,0.046511627906976744
156,14,"Helicase, C-terminal domain-like",43,2,0.14285714285714285,0.046511627906976744
156,14,"RNA helicase, DEAD-box type, Q motif",21,2,0.14285714285714285,0.09523809523809523
156,14,P-loop containing nucleoside triphosphate hydrolase,269,3,0.21428571428571427,0.011152416356877323
157,15,"3-hydroxyisobutyrate dehydrogenase-like, NAD-binding domain",2,1,0.06666666666666667,0.5
157,15,"5'-Nucleotidase, C-terminal",2,1,0.06666666666666667,0.5
157,15,"5'-Nucleotidase, C-terminal domain superfamily",2,1,0.06666666666666667,0.5
157,15,"5'-Nucleotidase, conserved site",2,1,0.06666666666666667,0.5
157,15,5'-Nucleotidase/apyrase,2,1,0.06666666666666667,0.5
157,15,"6-phosphogluconate dehydrogenase, NADP-binding",2,1,0.06666666666666667,0.5
157,15,"6-phosphogluconate dehydrogenase, domain 2",2,1,0.06666666666666667,0.5
157,15,"6-phosphogluconate dehydrogenase-like, C-terminal domain superfamily",6,1,0.06666666666666667,0.16666666666666666
157,15,AAA+ ATPase domain,54,1,0.06666666666666667,0.018518518518518517
157,15,"AP complex, mu/sigma subunit",5,1,0.06666666666666667,0.2
157,15,AP-2 complex subunit sigma,2,1,0.06666666666666667,0.5
157,15,"Adaptor protein complex, sigma subunit",2,1,0.06666666666666667,0.5
157,15,Alpha tubulin,4,1,0.06666666666666667,0.25
157,15,Armadillo-like helical,63,1,0.06666666666666667,0.015873015873015872
157,15,Beta tubulin,10,1,0.06666666666666667,0.1
157,15,"Beta tubulin, autoregulation binding site",10,1,0.06666666666666667,0.1
157,15,CLASP N-terminal domain,1,1,0.06666666666666667,1.0
157,15,"Calcineurin-like phosphoesterase domain, ApaH type",6,1,0.06666666666666667,0.16666666666666666
157,15,Citrate synthase,2,1,0.06666666666666667,0.5
157,15,Citrate synthase active site,1,1,0.06666666666666667,1.0
157,15,Citrate synthase superfamily,2,1,0.06666666666666667,0.5
157,15,"Citrate synthase, eukaryotic-type",1,1,0.06666666666666667,1.0
157,15,"Citrate synthase-like, large alpha subdomain",1,1,0.06666666666666667,1.0
157,15,"Citrate synthase-like, small alpha subdomain",2,1,0.06666666666666667,0.5
157,15,Class I myosin tail homology domain,5,1,0.06666666666666667,0.2
157,15,"Class I myosin, motor domain",5,1,0.06666666666666667,0.2
157,15,"Clathrin adaptor complex, small chain",2,1,0.06666666666666667,0.5
157,15,"Clathrin heavy chain, N-terminal",1,1,0.06666666666666667,1.0
157,15,"Clathrin, heavy chain",1,1,0.06666666666666667,1.0
157,15,"Clathrin, heavy chain, linker, core motif",1,1,0.06666666666666667,1.0
157,15,"Clathrin, heavy chain, propeller repeat",1,1,0.06666666666666667,1.0
157,15,"Clathrin, heavy chain/VPS, 7-fold repeat",1,1,0.06666666666666667,1.0
157,15,"Cytokine-like nuclear factor N-PAC, PWWP domain",2,1,0.06666666666666667,0.5
157,15,Domain of unknown function DUF5600,3,1,0.06666666666666667,0.3333333333333333
157,15,"Dynamin, N-terminal",8,1,0.06666666666666667,0.125
157,15,Dynamin-type guanine nucleotide-binding (G) domain,8,1,0.06666666666666667,0.125
157,15,"EF-Hand 1, calcium-binding site",52,1,0.06666666666666667,0.019230769230769232
157,15,EF-hand domain,61,1,0.06666666666666667,0.01639344262295082
157,15,EF-hand domain pair,68,1,0.06666666666666667,0.014705882352941176
157,15,EH domain,5,1,0.06666666666666667,0.2
157,15,"EH domain-containing protein, N-terminal",3,1,0.06666666666666667,0.3333333333333333
157,15,G-protein beta WD-40 repeat,25,1,0.06666666666666667,0.04
157,15,G-protein coupled receptor 143,2,1,0.06666666666666667,0.5
157,15,"G-protein, beta subunit",3,1,0.06666666666666667,0.3333333333333333
157,15,"Guanine nucleotide-binding protein, beta subunit",3,1,0.06666666666666667,0.3333333333333333
157,15,"HEAT, type 2",8,1,0.06666666666666667,0.125
157,15,Longin-like domain superfamily,8,1,0.06666666666666667,0.125
157,15,"MEF-2, RNA recognition motif 1",2,1,0.06666666666666667,0.5
157,15,"MEF-2, RNA recognition motif 3",2,1,0.06666666666666667,0.5
157,15,Metallo-dependent phosphatase-like,6,1,0.06666666666666667,0.16666666666666666
157,15,"Myosin S1 fragment, N-terminal",10,1,0.06666666666666667,0.1
157,15,Myosin tail,9,1,0.06666666666666667,0.1111111111111111
157,15,"Myosin, N-terminal, SH3-like",12,1,0.06666666666666667,0.08333333333333333
157,15,NAD(P)-binding domain superfamily,56,1,0.06666666666666667,0.017857142857142856
157,15,Nucleotide-binding alpha-beta plait domain superfamily,126,1,0.06666666666666667,0.007936507936507936
157,15,PWWP domain,9,1,0.06666666666666667,0.1111111111111111
157,15,RGS domain superfamily,4,1,0.06666666666666667,0.25
157,15,RNA recognition motif domain,117,1,0.06666666666666667,0.008547008547008548
157,15,RNA-binding domain superfamily,127,1,0.06666666666666667,0.007874015748031496
157,15,RuvB-like,2,1,0.06666666666666667,0.5
157,15,"RuvB-like, AAA-lid domain",2,1,0.06666666666666667,0.5
157,15,"RuvBL1/2, DNA/RNA binding domain",2,1,0.06666666666666667,0.5
157,15,"TIP49, P-loop domain",2,1,0.06666666666666667,0.5
157,15,TOG domain,5,1,0.06666666666666667,0.2
157,15,Tetratricopeptide-like helical domain superfamily,46,1,0.06666666666666667,0.021739130434782608
157,15,WD40 repeat,38,1,0.06666666666666667,0.02631578947368421
157,15,"WD40 repeat, conserved site",23,1,0.06666666666666667,0.043478260869565216
157,15,WD40-repeat-containing domain superfamily,36,1,0.06666666666666667,0.027777777777777776
157,15,WD40/YVTN repeat-like-containing domain superfamily,47,1,0.06666666666666667,0.02127659574468085
157,15,XMAP215,1,1,0.06666666666666667,1.0
157,15,"XMAP215/Dis1/CLASP, TOG domain",1,1,0.06666666666666667,1.0
157,15,Armadillo-type fold,84,2,0.13333333333333333,0.023809523809523808
157,15,"IQ motif, EF-hand binding site",18,2,0.13333333333333333,0.1111111111111111
157,15,Kinesin motor domain superfamily,19,2,0.13333333333333333,0.10526315789473684
157,15,"Myosin head, motor domain",17,2,0.13333333333333333,0.11764705882352941
157,15,Tubulin,15,2,0.13333333333333333,0.13333333333333333
157,15,"Tubulin, C-terminal",15,2,0.13333333333333333,0.13333333333333333
157,15,"Tubulin, conserved site",15,2,0.13333333333333333,0.13333333333333333
157,15,"Tubulin/FtsZ, 2-layer sandwich domain",15,2,0.13333333333333333,0.13333333333333333
157,15,"Tubulin/FtsZ, C-terminal",15,2,0.13333333333333333,0.13333333333333333
157,15,"Tubulin/FtsZ, GTPase domain",15,2,0.13333333333333333,0.13333333333333333
157,15,"Tubulin/FtsZ, GTPase domain superfamily",15,2,0.13333333333333333,0.13333333333333333
157,15,"Tubulin/FtsZ-like, C-terminal domain",15,2,0.13333333333333333,0.13333333333333333
157,15,P-loop containing nucleoside triphosphate hydrolase,269,4,0.26666666666666666,0.01486988847583643
158,6,AAA+ ATPase domain,54,1,0.16666666666666666,0.018518518518518517
158,6,ATPase family AAA domain-containing protein 3,2,1,0.16666666666666666,0.5
158,6,"ATPase family AAA domain-containing protein 3, N-terminal",2,1,0.16666666666666666,0.5
158,6,"ATPase, AAA-type, core",23,1,0.16666666666666666,0.043478260869565216
158,6,"ATPase, nucleotide binding domain",17,1,0.16666666666666666,0.058823529411764705
158,6,Actin family,7,1,0.16666666666666666,0.14285714285714285
158,6,"Actin, conserved site",7,1,0.16666666666666666,0.14285714285714285
158,6,Actin/actin-like conserved site,6,1,0.16666666666666666,0.16666666666666666
158,6,Band 7 domain,9,1,0.16666666666666666,0.1111111111111111
158,6,Band 7/SPFH domain superfamily,10,1,0.16666666666666666,0.1
158,6,CHCH,6,1,0.16666666666666666,0.16666666666666666
158,6,"NADH dehydrogenase [ubiquinone] (complex I), alpha subcomplex, subunit 8",2,1,0.16666666666666666,0.5
158,6,NOPS,2,1,0.16666666666666666,0.5
158,6,Nucleotide-binding alpha-beta plait domain superfamily,126,1,0.16666666666666666,0.007936507936507936
158,6,P-loop containing nucleoside triphosphate hydrolase,269,1,0.16666666666666666,0.0037174721189591076
158,6,"PSF, NOPS domain",1,1,0.16666666666666666,1.0
158,6,"PSF, RNA recognition motif 1",1,1,0.16666666666666666,1.0
158,6,RNA recognition motif domain,117,1,0.16666666666666666,0.008547008547008548
158,6,RNA-binding domain superfamily,127,1,0.16666666666666666,0.007874015748031496
158,6,"STML2-like, C-terminal extension",2,1,0.16666666666666666,0.5
158,6,Stomatin/HflK family,3,1,0.16666666666666666,0.3333333333333333
159,4,Alpha-catenin/vinculin-like superfamily,4,1,0.25,0.25
159,4,Alpha/Beta hydrolase fold,16,1,0.25,0.0625
159,4,Alpha/beta hydrolase fold-1,6,1,0.25,0.16666666666666666
159,4,"Lipase, eukaryotic",1,1,0.25,1.0
159,4,P-loop containing nucleoside triphosphate hydrolase,269,1,0.25,0.0037174721189591076
159,4,Small ribosomal subunit protein bS1m,1,1,0.25,1.0
159,4,Thymidylate kinase,8,1,0.25,0.125
159,4,"Thymidylate kinase, conserved site",8,1,0.25,0.125
159,4,Thymidylate kinase-like domain,8,1,0.25,0.125
159,4,Vinculin,1,1,0.25,1.0
159,4,"Vinculin, conserved site",3,1,0.25,0.3333333333333333
159,4,Vinculin/alpha-catenin,3,1,0.25,0.3333333333333333
160,11,BURAN domain,2,1,0.09090909090909091,0.5
160,11,Cell cycle and apoptosis regulator protein,2,1,0.09090909090909091,0.5
160,11,DBC1/CARP1 catalytically inactive NUDIX hydrolase domain,2,1,0.09090909090909091,0.5
160,11,"DNA-PKcs, N-terminal",1,1,0.09090909090909091,1.0
160,11,"DNA-dependent protein kinase catalytic subunit, CC1/2",1,1,0.09090909090909091,1.0
160,11,"DNA-dependent protein kinase catalytic subunit, CC3",1,1,0.09090909090909091,1.0
160,11,"DNA-dependent protein kinase catalytic subunit, CC5",1,1,0.09090909090909091,1.0
160,11,"DNA-dependent protein kinase catalytic subunit, catalytic domain",1,1,0.09090909090909091,1.0
160,11,EF-hand domain pair,68,1,0.09090909090909091,0.014705882352941176
160,11,FATC domain,5,1,0.09090909090909091,0.2
160,11,"HBS1-like protein, N-terminal",1,1,0.09090909090909091,1.0
160,11,"HBS1-like protein, N-terminal domain superfamily",1,1,0.09090909090909091,1.0
160,11,"HEAT, type 2",8,1,0.09090909090909091,0.125
160,11,Immunoglobulin C1-set,5,1,0.09090909090909091,0.2
160,11,Immunoglobulin-like domain,28,1,0.09090909090909091,0.03571428571428571
160,11,Immunoglobulin-like domain superfamily,28,1,0.09090909090909091,0.03571428571428571
160,11,Immunoglobulin-like fold,55,1,0.09090909090909091,0.01818181818181818
160,11,"Immunoglobulin/major histocompatibility complex, conserved site",3,1,0.09090909090909091,0.3333333333333333
160,11,LAIKA domain,2,1,0.09090909090909091,0.5
160,11,"MHC class I alpha chain, alpha1 alpha2 domains",4,1,0.09090909090909091,0.25
160,11,"MHC class I, alpha chain, C-terminal",3,1,0.09090909090909091,0.3333333333333333
160,11,MHC class I-like antigen recognition-like,4,1,0.09090909090909091,0.25
160,11,MHC class I-like antigen recognition-like superfamily,4,1,0.09090909090909091,0.25
160,11,MHC classes I/II-like antigen recognition protein,4,1,0.09090909090909091,0.25
160,11,"Matrin-3, RNA recognition motif 1",1,1,0.09090909090909091,1.0
160,11,"Matrin-3, RNA recognition motif 2",1,1,0.09090909090909091,1.0
160,11,"Matrin/U1-C, C2H2-type zinc finger",3,1,0.09090909090909091,0.3333333333333333
160,11,"Matrin/U1-C-like, C2H2-type zinc finger",3,1,0.09090909090909091,0.3333333333333333
160,11,Nuclear pore complex protein,4,1,0.09090909090909091,0.25
160,11,"Nuclear pore complex protein Nup214, phenylalanine-glycine (FG) domain",2,1,0.09090909090909091,0.5
160,11,"Nucleic acid-binding, OB-fold",31,1,0.09090909090909091,0.03225806451612903
160,11,Nucleotide-binding alpha-beta plait domain superfamily,126,1,0.09090909090909091,0.007936507936507936
160,11,P-loop containing nucleoside triphosphate hydrolase,269,1,0.09090909090909091,0.0037174721189591076
160,11,PDZ domain,23,1,0.09090909090909091,0.043478260869565216
160,11,PDZ superfamily,24,1,0.09090909090909091,0.041666666666666664
160,11,PIK-related kinase,5,1,0.09090909090909091,0.2
160,11,"PIK-related kinase, FAT",5,1,0.09090909090909091,0.2
160,11,"Phosphatidylinositol 3-/4-kinase, catalytic domain",6,1,0.09090909090909091,0.16666666666666666
160,11,"Phosphatidylinositol 3-/4-kinase, catalytic domain superfamily",4,1,0.09090909090909091,0.25
160,11,"Phosphatidylinositol 3/4-kinase, conserved site",4,1,0.09090909090909091,0.25
160,11,Protein kinase-like domain superfamily,40,1,0.09090909090909091,0.025
160,11,RNA recognition motif domain,117,1,0.09090909090909091,0.008547008547008548
160,11,RNA-binding domain superfamily,127,1,0.09090909090909091,0.007874015748031496
160,11,S1-like RNA binding domain,2,1,0.09090909090909091,0.5
160,11,SAP domain,15,1,0.09090909090909091,0.06666666666666667
160,11,SAP domain superfamily,13,1,0.09090909090909091,0.07692307692307693
160,11,TOG domain,5,1,0.09090909090909091,0.2
160,11,"Translation elongation factor EF1A/initiation factor IF2gamma, C-terminal",4,1,0.09090909090909091,0.25
160,11,"Translation elongation factor EFTu-like, domain 2",8,1,0.09090909090909091,0.125
160,11,"Translation elongation factor EFTu/EF1A, C-terminal",3,1,0.09090909090909091,0.3333333333333333
160,11,"Translation protein, beta-barrel domain superfamily",14,1,0.09090909090909091,0.07142857142857142
160,11,Translational (tr)-type GTP-binding domain,9,1,0.09090909090909091,0.1111111111111111
160,11,UBA-like superfamily,12,1,0.09090909090909091,0.08333333333333333
160,11,UBAP2/protein lingerer,1,1,0.09090909090909091,1.0
160,11,Ubiquitin-associated domain,10,1,0.09090909090909091,0.1
160,11,WD40 repeat,38,1,0.09090909090909091,0.02631578947368421
160,11,WD40/YVTN repeat-like-containing domain superfamily,47,1,0.09090909090909091,0.02127659574468085
160,11,"Zinc finger, CCCH-type",8,1,0.09090909090909091,0.125
