group,domain,Interpro ID,domain_count
22,"ClpA/B family//Mitochondrial import receptor subunit Tom22//Redoxin//Symplekin/Pta1//Symplekin C-terminal//Protein FAM133//Calcium-binding protein CAB45, EF-hand//TMEM192 family//Symplekin/Pta1, N-terminal//eIF4H, RNA recognition motif//Peroxiredoxin-5-like//von Willebrand factor A domain-containing protein 8//ADP-ribosylation factor 6",IPR001270//IPR005683//IPR013740//IPR021850//IPR022075//IPR026766//IPR027240//IPR029399//IPR032460//IPR034229//IPR037944//IPR039891//IPR041838,13
221,"Notch domain//Notch//Notch, NOD domain//Notch, NODP domain//U1 small nuclear ribonucleoprotein of 70kDa N-terminal//Neurogenic locus notch homolog protein 2//Notch, C-terminal//snRNP70, RNA recognition motif//Notch-like domain superfamily//EGF-like, conserved site//FKBP-type peptidyl-prolyl cis-trans isomerase domain//Peptidyl-prolyl cis-trans isomerase domain superfamily",IPR000800//IPR008297//IPR010660//IPR011656//IPR022023//IPR022336//IPR024600//IPR034143//IPR035993//IPR013032//IPR001179//IPR046357,12
222,"Phospholipase D/Transphosphatidylase//Pre-mRNA-splicing factor BUD31//Class I-like SAM-dependent O-methyltransferase//CHD subfamily II, SANT-like domain//Domain of unknown function DUF1087//CHD, C-terminal 2//CHD, N-terminal//Phospholipase D family//Phospholipase D, eukaryotic type//Catechol O-methyltransferase, eukaryotic//BUD31/G10-related, conserved site//Ragulator complex protein LAMTOR5//Phospholipase D-like domain//LARP4, RNA recognition motif//Endonuclease domain-containing 1 protein//DNA/RNA non-specific endonuclease//Extracellular Endonuclease, subunit A//Chromo domain//His-Me finger superfamily//DNA/RNA non-specific endonuclease superfamily",IPR001736//IPR001748//IPR002935//IPR009462//IPR009463//IPR012957//IPR012958//IPR015679//IPR016555//IPR017128//IPR018230//IPR024135//IPR025202//IPR034903//IPR039015//IPR001604//IPR020821//IPR023780//IPR044925//IPR044929,20
223,"Retinoid X receptor/HNF4//Pre-mRNA 3'-end-processing endonuclease polyadenylation factor C-term//Zn-dependent metallo-hydrolase, RNA specificity domain//Beta-Casp domain//DAZ-associated protein 1, RNA recognition motif 2//DAZ-associated protein 1, RNA recognition motif 1//Nuclear hormone receptor, ligand-binding domain//Metallo-beta-lactamase//Filamin/ABP280 repeat//Zinc finger, nuclear hormone receptor-type//Nuclear hormone receptor//Zinc finger, NHR/GATA-type//Filamin/ABP280 repeat-like//Nuclear hormone receptor-like domain superfamily//Ribonuclease Z/Hydroxyacylglutathione hydrolase-like//Filamin family",IPR000003//IPR021718//IPR011108//IPR022712//IPR034131//IPR034134//IPR000536//IPR001279//IPR001298//IPR001628//IPR001723//IPR013088//IPR017868//IPR035500//IPR036866//IPR044801,16
224,"PHLDB1/2/3, PH domain//Tankyrase 1-binding protein, C-terminal//Coiled-coil domain-containing protein 51//Tankyrase 1-binding protein-like",IPR037810//IPR032764//IPR037660//IPR040006,4
225,"GOLD domain superfamily//GOLD domain//FYVE zinc finger//RUN domain//Zinc finger, FYVE-related//RUN domain superfamily//FYCO1, RUN domain//FYCO1, FYVE domain//Thymidylate kinase//Thymidylate kinase, conserved site//Thymidylate kinase-like domain",IPR036598//IPR009038//IPR000306//IPR004012//IPR017455//IPR037213//IPR047336//IPR047337//IPR018094//IPR018095//IPR039430,11
226,Ion transport domain,IPR005821,1
227,"CDK5 regulatory subunit-associated protein 3//Protein-only RNase P, C-terminal//Mitochondrial ribonuclease P catalytic subunit, PIN domain",IPR008491//IPR031595//IPR033495,3
228,"PH-like domain superfamily//Pleckstrin homology domain//R3H domain//Glucose transporter, type 1 (GLUT1)//JmjC domain//Sugar/inositol transporter//NOL6/Upt22//Nucleoporin Nup85-like//Protein transport protein SecG/Sec61-beta/Sbh//Nup358/RanBP2 E3 ligase domain//ELYS-like domain//Protein transport Sec61-beta/Sbh//ELYS, beta-propeller domain//DExH-box ATP-dependent RNA helicase, R3H domain//Nrap protein domain 1//Nrap protein, domain 2//Nrap protein, domain 3//Nrap protein, domain 4//Nrap protein, domain 5//Nrap protein, domain 6//R3H domain superfamily//ARHGEF2, PH domain//ARHGEF1-like, PH domain//Jumonji, helical domain//Glucose transporter GLUT",IPR011993//IPR001849//IPR001374//IPR002439//IPR003347//IPR003663//IPR005554//IPR011502//IPR016482//IPR022011//IPR025151//IPR030671//IPR032040//IPR034083//IPR035082//IPR035367//IPR035368//IPR035369//IPR035370//IPR035371//IPR036867//IPR037806//IPR041020//IPR041070//IPR045263,25
229,"S-phase kinase-associated protein 1-like//SKP1 component, dimerisation//SKP1 component, POZ domain//S-phase kinase-associated protein 1//SKP1-like, dimerisation domain superfamily//NADH-quinone oxidoreductase subunit E-like//NADH-quinone oxidoreductase subunit E, N-terminal//NuoE domain//AP180 N-terminal homology (ANTH) domain//ANTH domain superfamily//Clathrin coat assembly protein AP180-like//SKP1/BTB/POZ domain superfamily//ENTH domain//ENTH/VHS",IPR001232//IPR016072//IPR016073//IPR016897//IPR036296//IPR002023//IPR041921//IPR042128//IPR011417//IPR014712//IPR045192//IPR011333//IPR013809//IPR008942,14
23,"Thiolase, conserved site//Thiolase, acyl-enzyme intermediate active site//Thiolase, N-terminal//Thiolase, C-terminal//Thiolase-like//NAD-dependent epimerase/dehydratase//Wolframin//Wolframin family//Pyruvate dehydrogenase E1 component subunit beta//Delta(3,5)-Delta(2,4)-dienoyl-CoA isomerase Ech1-like//Wolframin, cysteine-rich domain//Wolframin, Sel1-like repeat//Wolframin, EF-hand domain//Wolframin, OB-fold domain",IPR020613//IPR020615//IPR020616//IPR020617//IPR016039//IPR001509//IPR026208//IPR026209//IPR027110//IPR045002//IPR045400//IPR045458//IPR045460//IPR045461,14
230,"Apoptosis regulator, Bcl-2, BH1 motif, conserved site//Apoptosis regulator, Bcl-2, BH2 motif, conserved site//Apoptosis regulator, Bcl-2, BH3 motif, conserved site//Bcl-2 family//Bcl2-like//Bcl-2-like superfamily//Bcl-2, Bcl-2 homology region 1-3",IPR020717//IPR020726//IPR020728//IPR026298//IPR002475//IPR036834//IPR046371,7
231,"Large ribosomal subunit protein eL28//GRIM-19//Fatty acyl-coenzyme A reductase, NAD-binding domain//Fatty acyl-CoA reductase//Protein S100-A10//Ribosomal eL28/Mak16//Fatty acyl-CoA reductase, C-terminal//ADF/Cofilin//Actin-depolymerising factor homology domain",IPR002672//IPR009346//IPR013120//IPR026055//IPR028476//IPR029004//IPR033640//IPR017904//IPR002108,9
232,"Anillin homology domain//Small acidic protein-like domain//Anillin, N-terminal domain//Small nuclear ribonucleoprotein Sm D3//Anillin, PH domain//Like-Sm (LSM) domain containing protein, LSm4/SmD1/SmD3//Nucleophosmin, C-terminal",IPR012966//IPR028124//IPR031970//IPR034099//IPR037840//IPR027141//IPR032569,7
233,"Syndecan//Syndecan/Neurexin domain//Syndecan, conserved site//Neurexin/syndecan/glycophorin C",IPR001050//IPR027789//IPR030479//IPR003585,4
234,"Translation protein SH3-like domain superfamily//Small ribosomal subunit protein uS11 superfamily//Large ribosomal subunit protein P1/P2//Large ribosomal subunit protein P1/P2, N-terminal domain",IPR008991//IPR036967//IPR027534//IPR038716,4
235,"Large ribosomal subunit protein uL4, eukaryotic/archaeal, conserved site//Large ribosomal subunit protein eL20, eukaryotes//Large ribosomal subunit protein eL20 domain//Large ribosomal subunit protein uL4, C-terminal domain//Large ribosomal subunit protein eL20//Protein LYRIC//Large ribosomal subunit protein uL4, eukaryotic and archaeal type",IPR013000//IPR021138//IPR023573//IPR025755//IPR028877//IPR031402//IPR045240,7
236,"Small ribosomal subunit protein eS12//Large ribosomal subunit protein bL21//Pre-mRNA processing factor 4 (PRP4)-like//Large ribosomal subunit protein bL21-like//Large ribosomal subunit protein bL21-like superfamily//PRP4-like superfamily//Small ribosomal subunit protein eS12, conserved site",IPR000530//IPR001787//IPR014906//IPR028909//IPR036164//IPR036285//IPR047860,7
237,"Heterogeneous nuclear ribonucleoprotein Q, RNA recognition motif 1//Heterogeneous nuclear ribonucleoprotein Q, RNA recognition motif 2//Large ribosomal subunit protein uL15, conserved site//HnRNP R/Q splicing factor//Ribosomal uL15, N-terminal//Heterogeneous nuclear ribonucleoprotein Q acidic domain//Large ribosomal subunit protein uL15//Large ribosomal subunit protein uL15/eL18//Large ribosomal subunit protein uL15/eL18 superfamily",IPR034544//IPR034548//IPR001196//IPR006535//IPR027386//IPR041337//IPR030878//IPR021131//IPR036227,9
238,"Large ribosomal subunit protein eL31//Large ribosomal subunit protein eL31, conserved site//Large ribosomal subunit protein eL31 domain superfamily//Large ribosomal subunit protein eL8//Large ribosomal subunit protein eL8-like, conserved site//Ribosomal protein eL8/Nhp2 family",IPR000054//IPR020052//IPR023621//IPR001921//IPR004037//IPR018492,6
239,Purine-rich element binding protein family//Large ribosomal subunit protein eL36//Large ribosomal subunit protein eL36 domain superfamily,IPR006628//IPR000509//IPR038097,3
24,"Citron homology (CNH) domain//TNFR/NGFR cysteine-rich region//Dynein light chain, type 1/2//Helicase/UvrB, N-terminal//Fas receptor//RNA helicase UPF1, Cys/His rich zinc-binding domain//Dynein light chain, type 1/2, conserved site//Fas receptor, death domain//Fas receptor, N-terminal//Dynein light chain superfamily//RNA helicase UPF1, 1B domain//DNA2/NAM7 helicase, helicase domain//DNA2/NAM7 helicase-like, C-terminal//DNA2/NAM7-like helicase//Upf1-like, C-terminal helicase domain//Death domain",IPR001180//IPR001368//IPR001372//IPR006935//IPR008063//IPR018999//IPR019763//IPR033998//IPR033999//IPR037177//IPR040812//IPR041677//IPR041679//IPR045055//IPR047187//IPR000488,16
240,"Amyloidogenic glycoprotein, extracellular//Amyloidogenic glycoprotein//Amyloidogenic glycoprotein, copper-binding//Amyloidogenic glycoprotein, heparin-binding//Beta-amyloid precursor protein C-terminal//Amyloidogenic glycoprotein, copper-binding domain conserved site//Amyloidogenic glycoprotein, intracellular domain, conserved site//Amyloidogenic glycoprotein, E2 domain//E2 domain superfamily//Amyloidogenic glycoprotein, heparin-binding domain superfamily//Amyloidogenic glycoprotein, copper-binding domain superfamily//Small ribosomal subunit protein uS11 superfamily//Small ribosomal subunit protein uS11//Pancreatic trypsin inhibitor Kunitz domain//Small ribosomal subunit protein uS11, conserved site//Proteinase inhibitor I2, Kunitz, conserved site//Pancreatic trypsin inhibitor Kunitz domain superfamily",IPR008154//IPR008155//IPR011178//IPR015849//IPR019543//IPR019744//IPR019745//IPR024329//IPR036176//IPR036454//IPR036669//IPR036967//IPR001971//IPR002223//IPR018102//IPR020901//IPR036880,17
25,"MaoC-like dehydratase domain//Peptidase S8/S53 domain//Peptidase S53, activation domain//NADH dehydrogenase [ubiquinone] (complex I), alpha subcomplex, subunit 8//Sedolisin domain//Peptidase S8/S53 domain superfamily//DnaJ homolog subfamily B member 2/6-like",IPR002539//IPR000209//IPR015366//IPR016680//IPR030400//IPR036852//IPR043183,7
26,"Syntaxin, N-terminal domain//Syntaxin//Syntaxin/epimorphin, conserved site//SNARE//Target SNARE coiled-coil homology domain",IPR006011//IPR045242//IPR006012//IPR010989//IPR000727,5
27,"Linker histone H1/H5//Linker histone H1/H5, domain H15//Large ribosomal subunit protein eL33//Large ribosomal subunit protein uL29//GTF2I-like repeat//Large ribosomal subunit protein eL34//Transcription factor II-I//Large ribosomal subunit protein eL34, conserved site//Large ribosomal subunit protein uL29, conserved site//Large ribosomal subunit protein eL33, conserved site//Large ribosomal subunit protein uL29 superfamily//GTF2I-like repeat superfamily//Large ribosomal subunit protein eL33 superfamily//Large ribosomal subunit protein uL29, eukaryotes",IPR005819//IPR005818//IPR001780//IPR001854//IPR004212//IPR008195//IPR016659//IPR018065//IPR018254//IPR018266//IPR036049//IPR036647//IPR038661//IPR045059,14
28,"Diaphanous autoregulatory (DAD) domain//Formin-like protein, animal//Isocitrate dehydrogenase NAD-dependent//Formin, FH3 domain//Formin, GTPase-binding domain//Rho GTPase-binding/formin homology 3 (GBD/FH3) domain//Formin, FH2 domain//Formin, FH2 domain superfamily//Isocitrate/isopropylmalate dehydrogenase, conserved site//Isopropylmalate dehydrogenase-like domain",IPR014767//IPR043592//IPR004434//IPR010472//IPR010473//IPR014768//IPR015425//IPR042201//IPR019818//IPR024084,10
29,"ROK, N-terminal//Small ribosomal subunit protein eS21//U2 snRNP auxilliary factor, large subunit, splicing factor//Amyloidogenic glycoprotein, amyloid-beta peptide//Small ribosomal subunit protein eS21, conserved site//Serine/arginine-rich splicing factor 1, RNA recognition motif 2//SRSF1, RNA recognition motif 1//hnRNP-L, RNA recognition motif 3//hnRNP-L, RNA recognition motif 4//hnRNP-L, RNA recognition motif 1//hnRNP-L, RNA recognition motif 2//Amyloidogenic glycoprotein, amyloid-beta peptide superfamily//Small ribosomal subunit protein eS21 superfamily//DHX9, first double-stranded RNA binding domain//DHX9, second double-stranded RNA binding domain//DHX9, DEXH-box helicase domain//Rap/Ran-GAP domain//Electron transfer flavoprotein alpha subunit/FixB//Electron transfer flavoprotein, alpha subunit, C-terminal//Electron transfer flavoprotein subunit alpha, conserved site//Signal-induced proliferation-associated 1-like protein, C-terminal//Electron transfer flavoprotein, alpha subunit, N-terminal//Rap/Ran-GAP superfamily",IPR012987//IPR001931//IPR006529//IPR013803//IPR018279//IPR029538//IPR034520//IPR034816//IPR034817//IPR035005//IPR035008//IPR037071//IPR038579//IPR044445//IPR044446//IPR044447//IPR000331//IPR001308//IPR014731//IPR018206//IPR021818//IPR033947//IPR035974,23
3,"Linker histone H1/H5, domain H15//Ribosomal protein eL8/eL30/eS12/Gadd45//Ribosomal protein eL30-like superfamily",IPR005818//IPR004038//IPR029064,3
30,"Cystatin domain//Proteinase inhibitor I25A, stefin//Alpha-2-macroglobulin receptor-associated protein, domain 1//Alpha-2-macroglobulin RAP, C-terminal//Proteinase inhibitor I25, cystatin, conserved site//RAP domain superfamily//Alpha-2-macroglobulin RAP, domain 3//Alpha-2-macroglobulin RAP, domain 2//Alpha-2-macroglobulin receptor-associated protein//Cystatin superfamily//DNA helicase, ATP-dependent, RecQ type//ATP-dependent DNA helicase RecQ, zinc-binding domain",IPR000010//IPR001713//IPR009066//IPR010483//IPR018073//IPR036744//IPR037999//IPR038001//IPR038003//IPR046350//IPR004589//IPR032284,12
31,"Beta-lactamase-related//Treacle protein domain//Caldesmon//Caldesmon/lymphocyte specific protein//Tumour suppressor p53-binding protein-1 Tudor domain//Treacle protein//Small nuclear ribonucleoprotein Sm D2//TP53-binding protein 1-like, first BRCT domain//TP53-binding protein 1-like, second BRCT domain//TP53-binding protein 1-like//Beta-lactamase/transpeptidase-like//Synaptobrevin/Vesicle-associated membrane protein//Domain of unknown function DUF4149//Erlin1/2//Transmembrane protein 205",IPR001466//IPR003993//IPR006017//IPR006018//IPR015125//IPR017859//IPR027248//IPR047249//IPR047250//IPR047252//IPR012338//IPR016444//IPR025423//IPR033294//IPR042623,15
32,"B-cell receptor-associated protein 29/31//BAP29/BAP31, transmembrane domain//Bap31/Bap29 cytoplasmic coiled-coil domain//RNA polymerase II associated factor Paf1//DEAD box protein 17, ATP-binding domain",IPR008417//IPR040463//IPR041672//IPR007133//IPR046330,5
33,"Signal peptidase complex subunit 2//Sororin protein//SEA domain//Laminin IV//Laminin-type EGF domain//Low-density lipoprotein (LDL) receptor class A repeat//Low-density lipoprotein (LDL) receptor class A, conserved site",IPR009582//IPR018605//IPR000082//IPR000034//IPR002049//IPR002172//IPR023415,7
34,"Retinoblastoma-associated protein, B-box//Retinoblastoma-associated protein, A-box//Yip1 domain//Ribosomal RNA methyltransferase, SPB1-like, C-terminal//Retinoblastoma-associated protein, C-terminal//Phosphatidylinositol-glycan biosynthesis class S protein//Telomere-associated protein Rif1, N-terminal//Ribosomal RNA methyltransferase Spb1, domain of unknown function DUF3381//Retinoblastoma-associated protein, N-terminal//Retinoblastoma protein family//AdoMet-dependent rRNA methyltransferase SPB1-like//Next to BRCA1, central domain//NBR1, PB1 domain//Protein Yip1/4-like",IPR002719//IPR002720//IPR006977//IPR012920//IPR015030//IPR019540//IPR022031//IPR024576//IPR024599//IPR028309//IPR028589//IPR032350//IPR034852//IPR045231,14
36,"Phosphatidyl serine synthase//Midasin//Midasin, AAA lid domain 7//Midasin AAA lid domain 5//Midasin, lid domain 4//ATPase, dynein-related, AAA domain",IPR004277//IPR012099//IPR040848//IPR041190//IPR048617//IPR011704,6
37,"Phosphoribosyltransferase domain//Phosphoribosyl pyrophosphate synthetase, conserved site//Ribose-phosphate pyrophosphokinase//Ubiquinone biosynthesis protein COQ9//COQ9, C-terminal domain//Phosphoribosyltransferase-like//Ribose-phosphate pyrophosphokinase, N-terminal domain//Ribose-phosphate pyrophosphokinase, bacterial-type//Ubiquinone biosynthesis protein COQ9, HTH domain",IPR000836//IPR000842//IPR005946//IPR012762//IPR013718//IPR029057//IPR029099//IPR037515//IPR048674,9
38,"Laminin, N-terminal//Vacuolar protein 14, C-terminal Fig4-binding domain//Vacuole morphology and inheritance protein 14//Laminin IV//Laminin-type EGF domain",IPR008211//IPR021841//IPR026825//IPR000034//IPR002049,5
39,"G-protein alpha subunit, group 12/13//NAD(P)-binding domain//Ras-related protein Rap1//NAD(P)-binding domain superfamily//MaoC-like dehydratase domain",IPR000469//IPR016040//IPR038851//IPR036291//IPR002539,5
4,"Large ribosomal subunit protein eL18//Large ribosomal subunit protein eL18, conserved site//Large ribosomal subunit protein eL8//Large ribosomal subunit protein eL8-like, conserved site",IPR000039//IPR021132//IPR001921//IPR004037,4
40,"Protein kinase domain//Protein kinase-like domain superfamily//Serine/threonine-protein kinase, active site//Protein kinase, ATP binding site//2-oxoglutarate dehydrogenase E1 component//Aurora kinase-like//Multifunctional 2-oxoglutarate metabolism enzyme, C-terminal//2-oxoglutarate dehydrogenase E1 component, N-terminal domain//Proteasome subunit alpha6//Cytochrome oxidase assembly factor 4-like//Multifunctional 2-oxoglutarate metabolism enzyme, C-terminal domain superfamily//Proteasome alpha-subunit, N-terminal domain//Proteasome alpha-type subunit//SPRY domain-containing protein 7//Transketolase-like, pyrimidine-binding domain",IPR000719//IPR011009//IPR008271//IPR017441//IPR011603//IPR030616//IPR031717//IPR032106//IPR034642//IPR039870//IPR042179//IPR000426//IPR023332//IPR035766//IPR005475,15
41,"FKBP12-rapamycin binding domain//Serine/threonine-protein kinase mTOR domain//Serine/threonine-protein kinase TOR, catalytic domain//FKBP12-rapamycin binding domain superfamily//AP180 N-terminal homology (ANTH) domain//ANTH domain superfamily//Clathrin coat assembly protein AP180-like//DAZ-associated protein 1, RNA recognition motif 2//DAZ-associated protein 1, RNA recognition motif 1//PDZ domain-containing protein 8//PDZ domain 6//Calreticulin/calnexin//Calreticulin/calnexin, P domain superfamily//Calreticulin/calnexin, conserved site",IPR009076//IPR024585//IPR026683//IPR036738//IPR011417//IPR014712//IPR045192//IPR034131//IPR034134//IPR039275//IPR041489//IPR001580//IPR009033//IPR018124,14
42,"D-isomer specific 2-hydroxyacid dehydrogenase, catalytic domain//D-isomer specific 2-hydroxyacid dehydrogenase, NAD-binding domain//D-3-phosphoglycerate dehydrogenase//Allosteric substrate binding domain superfamily//D-isomer specific 2-hydroxyacid dehydrogenase, NAD-binding domain conserved site 1//D-isomer specific 2-hydroxyacid dehydrogenase, NAD-binding domain conserved site//D-3-phosphoglycerate dehydrogenase, ASB domain//Cyclophilin-type peptidyl-prolyl cis-trans isomerase domain//Cyclophilin-type peptidyl-prolyl cis-trans isomerase, conserved site//Cyclophilin-like domain superfamily",IPR006139//IPR006140//IPR006236//IPR029009//IPR029752//IPR029753//IPR045626//IPR002130//IPR020892//IPR029000,10
43,"GOLD domain superfamily//GOLD domain//Cytochrome P450, E-class, group IV//FAD-binding oxidoreductase/transferase, type 4, C-terminal//Nucleoporin interacting component Nup93/Nic96//Zinc finger, C2H2, LYAR-type//FAD-linked oxidase-like, C-terminal//FAD-binding, type PCMH, subdomain 1//Vanillyl-alcohol oxidase, C-terminal subdomain 2//Alkyldihydroxyacetonephosphate synthase//Stromal interaction molecule 2, SAM domain//Cell growth-regulating nucleolar protein//Acetyl-coA carboxylase zinc finger domain//Class II aldolase/adducin N-terminal//FAD linked oxidase, N-terminal//FAD-binding domain, PCMH-type//FAD-binding, type PCMH, subdomain 2//Stromal interaction molecule, Orai1-activating region//FAD-binding, type PCMH-like superfamily//Class II aldolase/adducin N-terminal domain superfamily//Stromal interaction molecule",IPR036598//IPR009038//IPR002403//IPR004113//IPR007231//IPR014898//IPR016164//IPR016167//IPR016171//IPR025650//IPR037610//IPR039999//IPR041010//IPR001303//IPR006094//IPR016166//IPR016169//IPR032393//IPR036318//IPR036409//IPR037608,21
44,"Small GTPase//DNA topoisomerase I//Deoxynucleoside kinase//DNA topoisomerase I, DNA binding, eukaryotic-type//NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 8//DNA breaking-rejoining enzyme, catalytic core//DNA topoisomerase I, DNA binding, N-terminal domain 2//DNA topoisomerase I, DNA binding, N-terminal domain 1//DNA topoisomerase I, eukaryotic-type//DNA topoisomerase I, catalytic core, eukaryotic-type//DNA topoisomerase I, catalytic core, alpha-helical subdomain, eukaryotic-type//DNA topoisomerase I, catalytic core, alpha/beta subdomain//BCS1, N-terminal//NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 8, metazoa//DNA topoisomerase I, active site//Topoisomerase I C-terminal domain//Ras-related protein Rab14//DNA topoisomerase I, DNA binding, eukaryotic-type, N-terminal domain superfamily//Large ribosomal subunit protein mL65//DNA topoisomerase I, DNA-binding domain//P-loop containing nucleoside triphosphate hydrolase",IPR001806//IPR001631//IPR002624//IPR008336//IPR008699//IPR011010//IPR013030//IPR013034//IPR013499//IPR013500//IPR014711//IPR014727//IPR014851//IPR016551//IPR018521//IPR025834//IPR030702//IPR036202//IPR039982//IPR048045//IPR027417,21
45,"Pre-mRNA splicing factor component Cdc5p/Cef1, C-terminal//LARP5, RNA recognition motif//Pre-mRNA splicing factor component CDC5L/Cef1, second SANT/myb-like domain//Pre-mRNA splicing factor component CDC5L/Cef1//Myb domain//SLIRP, RNA recognition motif//Tetraspanin, animals//Tetraspanin, EC2 domain superfamily//Tetraspanin/Peripherin//Tetraspanin, conserved site//La-type HTH domain//La domain containing protein",IPR021786//IPR034900//IPR047240//IPR047242//IPR017930//IPR034152//IPR000301//IPR008952//IPR018499//IPR018503//IPR006630//IPR045180,12
46,"Peptidase C1A, papain C-terminal//Tetracycline resistance protein TetA/multidrug resistance protein MdtG-like//Small ribosomal subunit protein uS2, bacteria/mitochondria/plastid//Coatomer, alpha subunit, C-terminal//Cytochrome cd1-nitrite reductase-like, haem d1 domain superfamily//Peptidase C1A, propeptide//Peptidase C1A//Coatomer subunit alpha//Cysteine peptidase, histidine active site//Cysteine peptidase, asparagine active site//LAR-interacting protein, Liprin//hnRPLL, RNA recognition motif 3//hnRPLL, RNA recognition motif 1//hnRPLL, RNA recognition motif 2//hnRPLL, RNA recognition motif 4//Liprin-beta, SAM domain repeat 1//Liprin-beta, SAM domain repeat 2//Liprin-beta, SAM domain repeat 3//PKHA4-7, PH domain//Coatomer subunit alpha, WD Associated Region",IPR000668//IPR001958//IPR005706//IPR010714//IPR011048//IPR012599//IPR013128//IPR016391//IPR025660//IPR025661//IPR029515//IPR034983//IPR034985//IPR034986//IPR034987//IPR037617//IPR037618//IPR037619//IPR040392//IPR047312,20
47,"Peptidase C2, calpain, catalytic domain//Fibroblast growth factor family//Cyclin, C-terminal domain//PA2G4 family//tRNA (guanine-N1-)-methyltransferase, eukaryotic//Cytokine IL1/FGF//Heparan-alpha-glucosaminide N-acetyltransferase, catalytic domain//Renin receptor-like//Small ribosomal subunit protein mS33//tRNA methyltransferase TRMD/TRM10-type domain//Peptidase M24A, methionine aminopeptidase, subfamily 2, binding site//Nucleoporin Nup88//Peptidase C2, calpain, large subunit, domain III//Peptidase C2, calpain, domain III//Peptidase C2, calpain family//tRNA methyltransferase 10 homolog C, TRM10-type domain//Cytoplasmic dynein 1 intermediate chain 1/2//tRNA methyltransferase TRM10-type domain//Cyclin-A, N-terminal APC/C binding region//Calpain subdomain III//Calpain large subunit, domain III superfamily//Nucleoporin NUP88/NUP82//tRNA methyltransferase TRM10-type domain superfamily//Cyclin//Cyclin A/B-like//Proliferation-associated protein 2G4/ARX1//Cyclins, cyclin-box",IPR001300//IPR002209//IPR004367//IPR004545//IPR007356//IPR008996//IPR012429//IPR012493//IPR013219//IPR016009//IPR018349//IPR019321//IPR022682//IPR022683//IPR022684//IPR025812//IPR025956//IPR028564//IPR032447//IPR033883//IPR036213//IPR037700//IPR038459//IPR039361//IPR046965//IPR047113//IPR048258,27
49,"Protoporphyrinogen oxidase//Vacuolar (H+)-ATPase G subunit//Vesicle tethering protein Uso1/P115-like, head domain//Uso1/p115-like vesicle tethering protein, C-terminal//Romo1/Mgr2//TatSF1-like, RNA recognition motif 1//TatSF1-like//Vesicle tethering protein p115, armadillo tether-repeat//Amine oxidase//DNA repair protein XRCC4-like, C-terminal//Aldehyde dehydrogenase, cysteine active site",IPR004572//IPR005124//IPR006953//IPR006955//IPR018450//IPR034392//IPR034393//IPR041209//IPR002937//IPR014751//IPR016160,11
5,Linker histone H1/H5//DNA polymerase V/Myb-binding protein 1A,IPR005819//IPR007015,2
50,"PPM-type phosphatase, divalent cation binding//Guanine-nucleotide dissociation stimulator, CDC24, conserved site//Peptidase S10, serine carboxypeptidase//BAR domain//TAP C-terminal (TAP-C) domain//TCF25/Rqc1//Nuclear RNA export factor Tap, RNA-binding domain//Protein phosphatase 2C//Serine carboxypeptidase, serine active site//Nuclear RNA export factor//SUN domain-containing protein 1, N-terminal//Serine carboxypeptidases, histidine active site//RNA-binding protein 10, RNA recognition motif 2//RBM10, OCRE domain//Dynamin-binding protein, first N-terminal SH3 domain//Dynamin-binding protein, second N-terminal SH3 domain//Dynamin-binding protein, third N-terminal SH3 domain//Dynamin-binding protein, first C-terminal SH3 domain",IPR000222//IPR001331//IPR001563//IPR004148//IPR005637//IPR006994//IPR015245//IPR015655//IPR018202//IPR030217//IPR032680//IPR033124//IPR034992//IPR035618//IPR035817//IPR035818//IPR035819//IPR035820,18
51,"ATP synthase-coupling factor 6, mitochondrial//ATP synthase-coupling factor 6 superfamily, mitochondrial//NADH-quinone oxidoreductase, chain I//Myosin VI, cargo binding domain//Class VI myosin, motor domain//Myosin VI, lever arm//4Fe-4S ferredoxin-type, iron-sulphur binding domain//4Fe-4S ferredoxin, iron-sulphur binding, conserved site",IPR008387//IPR036204//IPR010226//IPR032412//IPR036114//IPR049016//IPR017896//IPR017900,8
52,"Protein FAM219//Protein of unknown function DUF3512//RING finger protein RNF121/RNF175//Heat shock protein Hsp90, conserved site//Heat shock protein Hsp90 family//Heat shock protein Hsp90, N-terminal//HSP90, C-terminal domain",IPR029339//IPR021900//IPR040176//IPR019805//IPR001404//IPR020575//IPR037196,7
53,Elongation of very long chain fatty acids protein 5//ELO family//Transmembrane protein GPR107/GPR108-like//RNA polymerase II associated factor Paf1,IPR033677//IPR002076//IPR009637//IPR007133,4
