Interpro ID,group,proteins,p_value,odds_ratio,domain_in_group,total_domain,protein_in_group,total_protein,domain
IPR040169,164,SUGP2,0.008126410835214447,inf,1,1,18,2215,SURP and G-patch domain-containing protein 1/2
IPR043563,164,SP100,0.008126410835214447,inf,1,1,18,2215,Nuclear body protein Sp110/Sp140/Sp140L-like
IPR045230,164,ZNF706,0.008126410835214447,inf,1,1,18,2215,Zinc finger protein MBS1/2-like
IPR002391,166,ANXA4,0.008126410835214447,inf,1,1,18,2215,Annexin A4
IPR002575,166,ACAD10,0.008126410835214447,inf,1,1,18,2215,Aminoglycoside phosphotransferase
IPR003137,166,TFRC,0.008126410835214447,inf,1,1,18,2215,PA domain
IPR006439,166,ACAD10,0.008126410835214447,inf,1,1,18,2215,"HAD hydrolase, subfamily IA"
IPR006909,166,RAD21,0.008126410835214447,inf,1,1,18,2215,"Rad21/Rec8-like protein, C-terminal, eukaryotic"
IPR006910,166,RAD21,0.008126410835214447,inf,1,1,18,2215,"Rad21/Rec8-like protein, N-terminal"
IPR007365,166,TFRC,0.008126410835214447,inf,1,1,18,2215,"Transferrin receptor-like, dimerisation domain"
IPR009688,166,FAM210A,0.008126410835214447,inf,1,1,18,2215,Protein FAM210A/B-like domain
IPR011945,166,ACAD10,0.008126410835214447,inf,1,1,18,2215,"Predicted HAD-superfamily phosphatase, subfamily IA/Epoxide hydrolase, N-terminal"
IPR019173,166,NDUFB5,0.008126410835214447,inf,1,1,18,2215,"NADH:ubiquinone oxidoreductase, NDUFB5/SGDH subunit"
IPR021668,166,ATM,0.008126410835214447,inf,1,1,18,2215,Telomere-length maintenance and DNA damage repair
IPR023093,166,RAD21,0.008126410835214447,inf,1,1,18,2215,"ScpA-like, C-terminal"
IPR023198,166,ACAD10,0.008126410835214447,inf,1,1,18,2215,"Phosphoglycolate phosphatase-like, domain 2"
IPR023601,166,GOSR1,0.008126410835214447,inf,1,1,18,2215,"Golgi SNAP receptor complex, subunit 1"
IPR034969,166,HNRNPH3,0.008126410835214447,inf,1,1,18,2215,"hnRNPH3, RNA recognition motif 3"
IPR034970,166,HNRNPH3,0.008126410835214447,inf,1,1,18,2215,"hnRNPH3, RNA recognition motif 2"
IPR036757,166,TFRC,0.008126410835214447,inf,1,1,18,2215,"Transferrin receptor-like, dimerisation domain superfamily"
IPR037324,166,TFRC,0.008126410835214447,inf,1,1,18,2215,"Transferrin receptor protein 1/2, PA domain"
IPR038980,166,ATM,0.008126410835214447,inf,1,1,18,2215,"Serine/threonine-protein kinase ATM, plant"
IPR039373,166,TFRC,0.008126410835214447,inf,1,1,18,2215,Transferrin receptor protein 1/Glutamate carboxypeptidase 2-like
IPR039781,166,RAD21,0.008126410835214447,inf,1,1,18,2215,Rad21/Rec8-like protein
IPR041726,166,ACAD10,0.008126410835214447,inf,1,1,18,2215,"Acyl-CoA dehydrogenase family member 10/11, N-terminal"
IPR044107,166,ATM,0.008126410835214447,inf,1,1,18,2215,"ATM, catalytic domain"
IPR044638,166,ALDH7A1,0.008126410835214447,inf,1,1,18,2215,Aldehyde dehydrogenase family 7 member A1-like
IPR045866,166,FAM210A,0.008126410835214447,inf,1,1,18,2215,Protein FAM210A/B-like
IPR046450,166,TFRC,0.008126410835214447,inf,1,1,18,2215,PA domain superfamily
IPR049589,166,RAD21,0.008126410835214447,inf,1,1,18,2215,"NXP-1, middle HEAT-repeat binding domain"
IPR000109,139,SLC15A4,0.008126410835214447,inf,1,1,18,2215,Proton-dependent oligopeptide transporter family
IPR000283,139,NDUFS1,0.008126410835214447,inf,1,1,18,2215,"NADH:ubiquinone oxidoreductase, 75kDa subunit, conserved site"
IPR001436,139,HSPB1,0.008126410835214447,inf,1,1,18,2215,"Alpha crystallin/Small heat shock protein, animal type"
IPR001977,139,DCAKD,0.008126410835214447,inf,1,1,18,2215,Dephospho-CoA kinase
IPR002068,139,HSPB1,0.008126410835214447,inf,1,1,18,2215,Alpha crystallin/Hsp20 domain
IPR006074,139,DRG1,0.008126410835214447,inf,1,1,18,2215,"GTP1/OBG, conserved site"
IPR006656,139,NDUFS1,0.008126410835214447,inf,1,1,18,2215,Molybdopterin oxidoreductase
IPR006963,139,NDUFS1,0.008126410835214447,inf,1,1,18,2215,"Molybdopterin oxidoreductase, 4Fe-4S domain"
IPR010228,139,NDUFS1,0.008126410835214447,inf,1,1,18,2215,"NADH:ubiquinone oxidoreductase, subunit G"
IPR010754,139,OPA3,0.008126410835214447,inf,1,1,18,2215,Optic atrophy 3-like
IPR012718,139,CCT5,0.008126410835214447,inf,1,1,18,2215,"T-complex protein 1, epsilon subunit"
IPR015405,139,NDUFS1,0.008126410835214447,inf,1,1,18,2215,"NADH-ubiquinone oxidoreductase 75 kDa subunit, mitochondrial-like"
IPR018456,139,SLC15A4,0.008126410835214447,inf,1,1,18,2215,"PTR2 family proton/oligopeptide symporter, conserved site"
IPR019049,139,NDC1,0.008126410835214447,inf,1,1,18,2215,Nucleoporin protein Ndc1-Nup
IPR019574,139,NDUFS1,0.008126410835214447,inf,1,1,18,2215,"NADH:ubiquinone oxidoreductase, subunit G, iron-sulphur binding"
IPR031662,139,DRG1,0.008126410835214447,inf,1,1,18,2215,"GTP binding protein, second domain"
IPR037876,139,HSPB1,0.008126410835214447,inf,1,1,18,2215,"Heat shock protein beta-1, ACD domain"
IPR044609,139,FKBP11,0.008126410835214447,inf,1,1,18,2215,Peptidyl-prolyl cis-trans isomerase FKBP2/11
IPR045001,139,DRG1,0.008126410835214447,inf,1,1,18,2215,Developmentally regulated GTP-binding protein
IPR001313,77,PUM1,0.008126410835214447,inf,1,1,18,2215,Pumilio RNA-binding repeat
IPR016496,77,GTPBP6,0.008126410835214447,inf,1,1,18,2215,GTPase HflX
IPR025121,77,GTPBP6,0.008126410835214447,inf,1,1,18,2215,"GTPase HflX, N-terminal"
IPR026179,77,SLAIN2,0.008126410835214447,inf,1,1,18,2215,SLAIN motif-containing protein
IPR030394,77,GTPBP6,0.008126410835214447,inf,1,1,18,2215,HflX-type guanine nucleotide-binding (G) domain
IPR031624,77,CCDC168,0.008126410835214447,inf,1,1,18,2215,"Coiled-coil domain-containing protein 168, N-terminal"
IPR032305,77,GTPBP6,0.008126410835214447,inf,1,1,18,2215,"GTP-binding protein, middle domain"
IPR033133,77,PUM1,0.008126410835214447,inf,1,1,18,2215,Pumilio homology domain
IPR033712,77,PUM1,0.008126410835214447,inf,1,1,18,2215,"Pumilio, RNA binding domain"
IPR042108,77,GTPBP6,0.008126410835214447,inf,1,1,18,2215,"GTPase HflX, N-terminal domain superfamily"
IPR042734,77,RHOG,0.008126410835214447,inf,1,1,18,2215,Rho-related GTP-binding protein RhoG
IPR044753,77,HELLS,0.008126410835214447,inf,1,1,18,2215,"HELLS, N-terminal"
IPR045315,77,SLC25A40,0.008126410835214447,inf,1,1,18,2215,Mitochondrial carrier protein Mtm1-like
IPR002347,124,RDH14;HSD17B12,0.008161986809052836,18.016528925619834,2,24,13,2215,Short-chain dehydrogenase/reductase SDR
IPR027417,44,RAB18;RHEB;TK2;BCS1L;DDX1;RAB14,0.008272399558587716,4.43587786259542,6,268,16,2215,P-loop containing nucleoside triphosphate hydrolase
IPR000552,90,RPL36AL,0.008577878103837472,inf,1,1,19,2215,Large ribosomal subunit protein eL42
IPR001892,90,RPS18,0.008577878103837472,inf,1,1,19,2215,Small ribosomal subunit protein uS13
IPR001976,90,RPS24,0.008577878103837472,inf,1,1,19,2215,Small ribosomal subunit protein eS24
IPR004977,90,RPS25,0.008577878103837472,inf,1,1,19,2215,Small ribosomal subunit protein eS25
IPR006846,90,FAU,0.008577878103837472,inf,1,1,19,2215,Small ribosomal subunit protein eS30
IPR010979,90,RPS18,0.008577878103837472,inf,1,1,19,2215,"Small ribosomal subunit protein uS13-like, H2TH"
IPR013865,90,FAM32A,0.008577878103837472,inf,1,1,19,2215,Protein FAM32A
IPR018098,90,RPS24,0.008577878103837472,inf,1,1,19,2215,Small ribosomal subunit protein eS24 conserved site
IPR018269,90,RPS18,0.008577878103837472,inf,1,1,19,2215,"Small ribosomal subunit protein uS13, conserved site"
IPR027437,90,RPS18,0.008577878103837472,inf,1,1,19,2215,"Small ribosomal subunit protein uS13, C-terminal"
IPR039415,90,FAU,0.008577878103837472,inf,1,1,19,2215,Ubiquitin-like protein FUBI
IPR000668,46,CTSB,0.008577878103837472,inf,1,1,19,2215,"Peptidase C1A, papain C-terminal"
IPR001958,46,SLC22A18,0.008577878103837472,inf,1,1,19,2215,Tetracycline resistance protein TetA/multidrug resistance protein MdtG-like
IPR005706,46,MRPS2,0.008577878103837472,inf,1,1,19,2215,"Small ribosomal subunit protein uS2, bacteria/mitochondria/plastid"
IPR010714,46,COPA,0.008577878103837472,inf,1,1,19,2215,"Coatomer, alpha subunit, C-terminal"
IPR011048,46,COPA,0.008577878103837472,inf,1,1,19,2215,"Cytochrome cd1-nitrite reductase-like, haem d1 domain superfamily"
IPR012599,46,CTSB,0.008577878103837472,inf,1,1,19,2215,"Peptidase C1A, propeptide"
IPR013128,46,CTSB,0.008577878103837472,inf,1,1,19,2215,Peptidase C1A
IPR016391,46,COPA,0.008577878103837472,inf,1,1,19,2215,Coatomer subunit alpha
IPR025660,46,CTSB,0.008577878103837472,inf,1,1,19,2215,"Cysteine peptidase, histidine active site"
IPR025661,46,CTSB,0.008577878103837472,inf,1,1,19,2215,"Cysteine peptidase, asparagine active site"
IPR029515,46,PPFIBP1,0.008577878103837472,inf,1,1,19,2215,"LAR-interacting protein, Liprin"
IPR034983,46,HNRNPLL,0.008577878103837472,inf,1,1,19,2215,"hnRPLL, RNA recognition motif 3"
IPR034985,46,HNRNPLL,0.008577878103837472,inf,1,1,19,2215,"hnRPLL, RNA recognition motif 1"
IPR034986,46,HNRNPLL,0.008577878103837472,inf,1,1,19,2215,"hnRPLL, RNA recognition motif 2"
IPR034987,46,HNRNPLL,0.008577878103837472,inf,1,1,19,2215,"hnRPLL, RNA recognition motif 4"
IPR037617,46,PPFIBP1,0.008577878103837472,inf,1,1,19,2215,"Liprin-beta, SAM domain repeat 1"
IPR037618,46,PPFIBP1,0.008577878103837472,inf,1,1,19,2215,"Liprin-beta, SAM domain repeat 2"
IPR037619,46,PPFIBP1,0.008577878103837472,inf,1,1,19,2215,"Liprin-beta, SAM domain repeat 3"
IPR040392,46,PLEKHA5,0.008577878103837472,inf,1,1,19,2215,"PKHA4-7, PH domain"
IPR047312,46,COPA,0.008577878103837472,inf,1,1,19,2215,"Coatomer subunit alpha, WD Associated Region"
IPR002769,71,EIF6,0.008577878103837472,inf,1,1,19,2215,Translation initiation factor IF6
IPR003428,71,C1QBP,0.008577878103837472,inf,1,1,19,2215,Mitochondrial glycoprotein
IPR008590,71,TMEM230,0.008577878103837472,inf,1,1,19,2215,Transmembrane protein 230/134
IPR011400,71,EIF3B,0.008577878103837472,inf,1,1,19,2215,Eukaryotic translation initiation factor 3 subunit B
IPR013979,71,EIF3B,0.008577878103837472,inf,1,1,19,2215,"Translation initiation factor, beta propellor-like domain"
IPR016650,71,EIF3E,0.008577878103837472,inf,1,1,19,2215,Eukaryotic translation initiation factor 3 subunit E
IPR019010,71,EIF3E,0.008577878103837472,inf,1,1,19,2215,"Eukaryotic translation initiation factor 3 subunit E, N-terminal"
IPR022157,71,DCTN1,0.008577878103837472,inf,1,1,19,2215,Dynein associated protein
IPR026987,71,WDR18,0.008577878103837472,inf,1,1,19,2215,"WD repeat-containing protein 18, C-terminal domain"
IPR030670,71,RPLP0,0.008577878103837472,inf,1,1,19,2215,"Large ribosomal subunit protein uL10, eukaryotes"
IPR034102,71,SNRPD1,0.008577878103837472,inf,1,1,19,2215,Small nuclear ribonucleoprotein D1
IPR034363,71,EIF3B,0.008577878103837472,inf,1,1,19,2215,"eIF3B, RNA recognition motif"
IPR034424,71,GRSF1,0.008577878103837472,inf,1,1,19,2215,"GRSF-1, RNA recognition motif 2"
IPR034425,71,GRSF1,0.008577878103837472,inf,1,1,19,2215,"GRSF-1, RNA recognition motif 1"
IPR034426,71,GRSF1,0.008577878103837472,inf,1,1,19,2215,"GRSF-1, RNA recognition motif 3"
IPR036561,71,C1QBP,0.008577878103837472,inf,1,1,19,2215,Mitochondrial glycoprotein superfamily
IPR037599,71,TFCP2,0.008577878103837472,inf,1,1,19,2215,"Transcription factor CP2, SAM domain"
IPR044234,71,TMEM230,0.008577878103837472,inf,1,1,19,2215,Transmembrane protein 230
IPR045227,71,WDR18,0.008577878103837472,inf,1,1,19,2215,WD repeat-containing protein WDR18/Ipi3/RID3
IPR002715,205,NACA,0.008577878103837472,inf,1,1,19,2215,Nascent polypeptide-associated complex NAC domain
IPR004279,205,PLIN3,0.008577878103837472,inf,1,1,19,2215,Perilipin
IPR004584,205,RAD50,0.008577878103837472,inf,1,1,19,2215,"DNA repair protein Rad50, eukaryotes"
IPR013134,205,RAD50,0.008577878103837472,inf,1,1,19,2215,"RAD50, zinc hook"
IPR015868,205,GLS,0.008577878103837472,inf,1,1,19,2215,Glutaminase
IPR016641,205,NACA,0.008577878103837472,inf,1,1,19,2215,Nascent polypeptide-associated complex subunit alpha-like
IPR020785,205,RPL12,0.008577878103837472,inf,1,1,19,2215,"Large ribosomal subunit protein uL11, conserved site"
IPR030113,205,AFAP1,0.008577878103837472,inf,1,1,19,2215,Actin-filament associated protein
IPR033017,205,PALLD,0.008577878103837472,inf,1,1,19,2215,"Palladin, C-terminal immunoglobulin-like domain"
IPR038187,205,NACA,0.008577878103837472,inf,1,1,19,2215,NAC A/B domain superfamily
IPR038729,205,RAD50,0.008577878103837472,inf,1,1,19,2215,Rad50/SbcC-type AAA domain
IPR041541,205,GLS,0.008577878103837472,inf,1,1,19,2215,"Glutaminase, EF-hand domain"
IPR041741,205,SMC3,0.008577878103837472,inf,1,1,19,2215,"Structural maintenance of chromosomes 3, ABC domain, eukaryotic"
IPR044034,205,NACA,0.008577878103837472,inf,1,1,19,2215,"Nascent polypeptide-associated complex subunit alpha-like, UBA domain"
IPR044452,205,EIF2AK2,0.008577878103837472,inf,1,1,19,2215,"EIF2AK2, first double-stranded RNA binding domain"
IPR044453,205,EIF2AK2,0.008577878103837472,inf,1,1,19,2215,"EIF2AK2, second double-stranded RNA binding domain"
IPR044464,205,STAU2,0.008577878103837472,inf,1,1,19,2215,"Staufen 2, second double-stranded RNA binding domain"
IPR044473,205,STAU2,0.008577878103837472,inf,1,1,19,2215,"Staufen 2, third double-stranded RNA binding domain"
IPR044474,205,STAU2,0.008577878103837472,inf,1,1,19,2215,"Staufen 2, fourth double-stranded RNA binding domain"
IPR001268,65,NDUFS3,0.008577878103837472,inf,1,1,19,2215,"NADH:ubiquinone oxidoreductase, 30kDa subunit"
IPR001950,65,EIF1,0.008577878103837472,inf,1,1,19,2215,SUI1 domain
IPR005874,65,EIF1,0.008577878103837472,inf,1,1,19,2215,Eukaryotic translation initiation factor SUI1
IPR007421,65,SLFN5,0.008577878103837472,inf,1,1,19,2215,"Schlafen, AlbA_2 domain"
IPR007807,65,NAT10,0.008577878103837472,inf,1,1,19,2215,Helicase domain
IPR008380,65,NT5DC2,0.008577878103837472,inf,1,1,19,2215,"HAD-superfamily hydrolase, subfamily IG, 5'-nucleotidase"
IPR009061,65,SLC30A9,0.008577878103837472,inf,1,1,19,2215,Putative DNA-binding domain superfamily
IPR010218,65,NDUFS3,0.008577878103837472,inf,1,1,19,2215,"NADH dehydrogenase, subunit C"
IPR013562,65,NAT10,0.008577878103837472,inf,1,1,19,2215,"tRNA(Met) cytidine acetyltransferase TmcA, N-terminal"
IPR016695,65,NT5DC2,0.008577878103837472,inf,1,1,19,2215,Purine 5'-nucleotidase
IPR018647,65,SLFN5,0.008577878103837472,inf,1,1,19,2215,"Schlafen group 3-like, DNA/RNA helicase domain"
IPR019585,65,PSMD6,0.008577878103837472,inf,1,1,19,2215,26S proteasome regulatory subunit Rpn7/COP9 signalosome complex subunit 1
IPR020396,65,NDUFS3,0.008577878103837472,inf,1,1,19,2215,"NADH:ubiquinone oxidoreductase, 30kDa subunit, conserved site"
IPR027528,65,EIF3M,0.008577878103837472,inf,1,1,19,2215,Eukaryotic translation initiation factor 3 subunit M
IPR027992,65,NAT10,0.008577878103837472,inf,1,1,19,2215,Possible tRNA binding domain
IPR029684,65,SLFN5,0.008577878103837472,inf,1,1,19,2215,Schlafen family
IPR031450,65,SLFN5,0.008577878103837472,inf,1,1,19,2215,"Poxin-Schlafen/Schlafen-like, N-terminal domain"
IPR032672,65,NAT10,0.008577878103837472,inf,1,1,19,2215,TmcA/NAT10/Kre33
IPR033688,65,NAT10,0.008577878103837472,inf,1,1,19,2215,RNA cytidine acetyltransferase NAT10
IPR034506,65,RBM14,0.008577878103837472,inf,1,1,19,2215,"RBM14, RNA recognition motif 1"
IPR034507,65,RBM14,0.008577878103837472,inf,1,1,19,2215,"RBM14, RNA recognition motif 2"
IPR035518,65,ALG5,0.008577878103837472,inf,1,1,19,2215,Dolichyl-phosphate beta-glucosyltransferase
IPR036533,65,BAG3,0.008577878103837472,inf,1,1,19,2215,BAG domain superfamily
IPR036877,65,EIF1,0.008577878103837472,inf,1,1,19,2215,SUI1 domain superfamily
IPR037129,65,SLC30A9,0.008577878103837472,inf,1,1,19,2215,XPA domain superfamily
IPR037232,65,NDUFS3,0.008577878103837472,inf,1,1,19,2215,"NADH:ubiquinone oxidoreductase, 30kDa subunit superfamily"
IPR038461,65,SLFN5,0.008577878103837472,inf,1,1,19,2215,"Schlafen, AlbA_2 domain superfamily"
IPR039773,65,BAG3,0.008577878103837472,inf,1,1,19,2215,Molecular chaperone regulator BAG
IPR040177,65,SLC30A9,0.008577878103837472,inf,1,1,19,2215,Proton-coupled zinc antiporter SLC30A9
IPR040750,65,EIF3M,0.008577878103837472,inf,1,1,19,2215,"eIF3 subunit M, C-terminal helix domain"
IPR045135,65,PSMD6,0.008577878103837472,inf,1,1,19,2215,"26S proteasome regulatory subunit Rpn7, N-terminal"
IPR045237,65,EIF3M,0.008577878103837472,inf,1,1,19,2215,Eukaryotic translation initiation factor 3 subunit M eIF3m/COP9 signalosome complex subunit 7 COPS7
IPR048729,65,SLFN5,0.008577878103837472,inf,1,1,19,2215,"Schlafen, GTPase-like domain"
IPR049549,65,PSMD6,0.008577878103837472,inf,1,1,19,2215,"26S proteasome regulatory subunit RPN7/PSMD6, C-terminal helix"
IPR000529,18,MRPS6,0.008577878103837472,inf,1,1,19,2215,Small ribosomal subunit protein bS6
IPR000654,18,GNA11,0.008577878103837472,inf,1,1,19,2215,"G-protein alpha subunit, group Q"
IPR005707,18,RPSA,0.008577878103837472,inf,1,1,19,2215,"Small ribosomal subunit protein uS2, eukaryotic/archaeal"
IPR005879,18,MRPL1,0.008577878103837472,inf,1,1,19,2215,"Large ribosomal subunit protein uL1, mitochondrial"
IPR007129,18,UQCC1,0.008577878103837472,inf,1,1,19,2215,"Ubiquinol-cytochrome c chaperone, CBP3"
IPR011023,18,NOP2,0.008577878103837472,inf,1,1,19,2215,Nop2p
IPR012586,18,NOP2,0.008577878103837472,inf,1,1,19,2215,P120R repeat
IPR013906,18,EIF3J,0.008577878103837472,inf,1,1,19,2215,Eukaryotic translation initiation factor 3 subunit J
IPR018314,18,NOP2,0.008577878103837472,inf,1,1,19,2215,"Bacterial Fmu (Sun)/eukaryotic nucleolar NOL1/Nop2p, conserved site"
IPR021150,18,UQCC1,0.008577878103837472,inf,1,1,19,2215,Ubiquinol-cytochrome c chaperone
IPR021538,18,STX5,0.008577878103837472,inf,1,1,19,2215,"Syntaxin-5, N-terminal, Sly1p-binding domain"
IPR023194,18,EIF3J,0.008577878103837472,inf,1,1,19,2215,Eukaryotic translation initiation factor 3-like domain superfamily
IPR023273,18,NOP2,0.008577878103837472,inf,1,1,19,2215,"RNA (C5-cytosine) methyltransferase, NOP2"
IPR027498,18,RPSA,0.008577878103837472,inf,1,1,19,2215,"Small ribosomal subunit protein uS2, eukaryotic"
IPR027504,18,RPSA,0.008577878103837472,inf,1,1,19,2215,"Small ribosomal subunit protein uS2, vertebrates"
IPR031341,18,NOP2,0.008577878103837472,inf,1,1,19,2215,"Ribosomal RNA small subunit methyltransferase F, N-terminal"
IPR032281,18,RPSA,0.008577878103837472,inf,1,1,19,2215,"Small ribosomal subunit protein uS2, C-terminal domain"
IPR035980,18,MRPS6,0.008577878103837472,inf,1,1,19,2215,Small ribosomal subunit protein bS6 superfamily
IPR045267,18,CDK11A,0.008577878103837472,inf,1,1,19,2215,"Cyclin-dependent kinase 11/PITSLRE, catalytic domain"
IPR047451,18,WHSC1L1,0.008577878103837472,inf,1,1,19,2215,"Histone-lysine N-methyltransferase NSD3, first PWWP domain"
IPR047453,18,WHSC1L1,0.008577878103837472,inf,1,1,19,2215,"Histone-lysine N-methyltransferase NSD3, second PWWP domain"
IPR047456,18,WHSC1L1,0.008577878103837472,inf,1,1,19,2215,"Histone-lysine N-methyltransferase NSD3, second PHD finger"
IPR047458,18,WHSC1L1,0.008577878103837472,inf,1,1,19,2215,"Histone-lysine N-methyltransferase NSD3, fourth PHD finger"
IPR047461,18,WHSC1L1,0.008577878103837472,inf,1,1,19,2215,"Histone-lysine N-methyltransferase NSD3, SET domain"
IPR047527,18,WHSC1L1,0.008577878103837472,inf,1,1,19,2215,"Histone-lysine N-methyltransferase NSD3, fifth PHD finger"
IPR048403,18,ZNF512,0.008577878103837472,inf,1,1,19,2215,"Zinc finger 512, zinc finger"
IPR001270,22,CLPB,0.008577878103837472,inf,1,1,19,2215,ClpA/B family
IPR005683,22,TOMM22,0.008577878103837472,inf,1,1,19,2215,Mitochondrial import receptor subunit Tom22
IPR013740,22,PRDX5,0.008577878103837472,inf,1,1,19,2215,Redoxin
IPR021850,22,SYMPK,0.008577878103837472,inf,1,1,19,2215,Symplekin/Pta1
IPR022075,22,SYMPK,0.008577878103837472,inf,1,1,19,2215,Symplekin C-terminal
IPR026766,22,FAM133B,0.008577878103837472,inf,1,1,19,2215,Protein FAM133
IPR027240,22,SDF4,0.008577878103837472,inf,1,1,19,2215,"Calcium-binding protein CAB45, EF-hand"
IPR029399,22,TMEM192,0.008577878103837472,inf,1,1,19,2215,TMEM192 family
IPR032460,22,SYMPK,0.008577878103837472,inf,1,1,19,2215,"Symplekin/Pta1, N-terminal"
IPR034229,22,EIF4H,0.008577878103837472,inf,1,1,19,2215,"eIF4H, RNA recognition motif"
IPR037944,22,PRDX5,0.008577878103837472,inf,1,1,19,2215,Peroxiredoxin-5-like
IPR039891,22,VWA8,0.008577878103837472,inf,1,1,19,2215,von Willebrand factor A domain-containing protein 8
IPR041838,22,ARF6,0.008577878103837472,inf,1,1,19,2215,ADP-ribosylation factor 6
IPR000307,76,MRPS16,0.008577878103837472,inf,1,1,19,2215,Small ribosomal subunit protein bS16
IPR006544,76,ATP13A1,0.008577878103837472,inf,1,1,19,2215,"P-type ATPase, subfamily V"
IPR007523,76,NDUFAF3,0.008577878103837472,inf,1,1,19,2215,NDUFAF3/Mth938 domain-containing protein
IPR010507,76,ZMYM4,0.008577878103837472,inf,1,1,19,2215,"Zinc finger, MYM-type"
IPR011390,76,IGFBP7,0.008577878103837472,inf,1,1,19,2215,"Insulin-like growth factor binding protein-related protein (IGFBP-rP), MAC25"
IPR012568,76,MKI67,0.008577878103837472,inf,1,1,19,2215,KI67R
IPR013861,76,TMEM115,0.008577878103837472,inf,1,1,19,2215,TMEM115/Pdh1/Rbl19
IPR021893,76,ZMYM4,0.008577878103837472,inf,1,1,19,2215,Domain of unknown function DUF3504
IPR023803,76,MRPS16,0.008577878103837472,inf,1,1,19,2215,Small ribosomal subunit protein bS16 domain superfamily
IPR026523,76,PNMA2,0.008577878103837472,inf,1,1,19,2215,Paraneoplastic antigen Ma
IPR029334,76,MKI67,0.008577878103837472,inf,1,1,19,2215,Protein phosphatase 1 binding domain
IPR033774,76,RYBP,0.008577878103837472,inf,1,1,19,2215,Yaf2/RYBP C-terminal binding motif
IPR034095,76,NDUFAF3,0.008577878103837472,inf,1,1,19,2215,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex assembly factor 3
IPR034325,76,S100A7,0.008577878103837472,inf,1,1,19,2215,S-100
IPR036748,76,NDUFAF3,0.008577878103837472,inf,1,1,19,2215,MTH938-like superfamily
IPR039958,76,RYBP,0.008577878103837472,inf,1,1,19,2215,RING1 and YY1-binding protein/YY1-associated factor 2
IPR047820,76,ATP13A1,0.008577878103837472,inf,1,1,19,2215,P5A-type ATPase
IPR048270,76,PNMA2,0.008577878103837472,inf,1,1,19,2215,"Paraneoplastic antigen Ma-like, C-terminal domain"
IPR048271,76,PNMA2,0.008577878103837472,inf,1,1,19,2215,"Paraneoplastic antigen Ma-like, N-terminal domain"
IPR001357,173,PARP4,0.0090048977113737,183.91666666666666,1,4,5,2215,BRCT domain
IPR000488,24,FAS,0.0090048977113737,183.91666666666666,1,4,5,2215,Death domain
IPR002172,33,HSPG2,0.0090048977113737,183.91666666666666,1,5,4,2215,Low-density lipoprotein (LDL) receptor class A repeat
IPR023415,33,HSPG2,0.0090048977113737,183.91666666666666,1,5,4,2215,"Low-density lipoprotein (LDL) receptor class A, conserved site"
IPR016197,170,MORF4L1,0.0090048977113737,183.91666666666666,1,4,5,2215,Chromo-like domain superfamily
IPR006630,45,LARP4B,0.0090048977113737,183.91666666666666,1,5,4,2215,La-type HTH domain
IPR045180,45,LARP4B,0.0090048977113737,183.91666666666666,1,5,4,2215,La domain containing protein
IPR003879,176,TRIM27,0.0090048977113737,183.91666666666666,1,5,4,2215,"Butyrophylin-like, SPRY domain"
IPR006574,176,TRIM27,0.0090048977113737,183.91666666666666,1,5,4,2215,SPRY-associated
IPR001404,52,HSP90AB1,0.0090048977113737,183.91666666666666,1,5,4,2215,Heat shock protein Hsp90 family
IPR020575,52,HSP90AB1,0.0090048977113737,183.91666666666666,1,5,4,2215,"Heat shock protein Hsp90, N-terminal"
IPR037196,52,HSP90AB1,0.0090048977113737,183.91666666666666,1,5,4,2215,"HSP90, C-terminal domain"
IPR001408,215,GNAI2,0.0090048977113737,183.91666666666666,1,4,5,2215,"G-protein alpha subunit, group I"
IPR001078,94,DLAT,0.0090048977113737,183.91666666666666,1,4,5,2215,"2-oxoacid dehydrogenase acyltransferase, catalytic domain"
IPR003016,94,DLAT,0.0090048977113737,183.91666666666666,1,4,5,2215,"2-oxo acid dehydrogenase, lipoyl-binding site"
IPR012341,211,LANCL1,0.0090048977113737,183.91666666666666,1,5,4,2215,Six-hairpin glycosidase-like superfamily
IPR003107,163,CSTF3,0.0090048977113737,183.91666666666666,1,4,5,2215,HAT (Half-A-TPR) repeat
IPR006186,167,PPP1CB,0.0090048977113737,183.91666666666666,1,4,5,2215,Serine/threonine-specific protein phosphatase/bis(5-nucleosyl)-tetraphosphatase
IPR001179,221,FKBP10,0.0090048977113737,183.91666666666666,1,5,4,2215,FKBP-type peptidyl-prolyl cis-trans isomerase domain
IPR046357,221,FKBP10,0.0090048977113737,183.91666666666666,1,5,4,2215,Peptidyl-prolyl cis-trans isomerase domain superfamily
IPR021131,150,RPL18,0.009010993044467688,244.88888888888889,1,10,2,2215,Large ribosomal subunit protein uL15/eL18
IPR021131,237,RPL27A,0.009010993044467688,244.88888888888889,1,10,2,2215,Large ribosomal subunit protein uL15/eL18
IPR036227,150,RPL18,0.009010993044467688,244.88888888888889,1,10,2,2215,Large ribosomal subunit protein uL15/eL18 superfamily
IPR036227,237,RPL27A,0.009010993044467688,244.88888888888889,1,10,2,2215,Large ribosomal subunit protein uL15/eL18 superfamily
IPR001090,92,EPHB2,0.009010993044467688,244.88888888888889,1,2,10,2215,Ephrin receptor ligand binding domain
